DNI,nombre, Apellido_Materno,Apellido_Paterno,Fecha_Nac,teléfono,sexo
70000449,Tariq,Thomas,Lee,1984-2-14,18354988,F
70000450,Litzy,Taylor,Jones,1976-12-8,26841152,M
70000451,Emilia,Jackson,Miller,1988-2-1,45647744,F
70000452,Diallo,Lee,Davis,1976-9-6,35616622,M
70000453,Shelba,Garcia,Rodriguez,1989-1-20,36469933,F
70000454,Barbie,Johnson,Garcia,1977-6-26,13962633,F
70000455,Evert,Rodriguez,Moore,1990-4-9,37343336,F
70000456,Darrius,Anderson,Rodriguez,1980-1-1,98575615,M
70000457,Lillianna,Williams,Davis,1997-7-18,71315335,F
70000458,Bjorn,White,Rodriguez,1983-1-1,67214462,F
70000459,Milo,Garcia,Anderson,1976-10-0,19519739,M
70000460,Toby,Miller,Davis,1974-9-4,53543677,F
70000461,Elias,Garcia,Thomas,1997-2-20,42162932,M
70000462,Reba,Davis,Brown,1999-10-22,75696853,M
70000463,Brynlee,Anderson,Moore,1994-5-16,26791683,F
70000464,Syble,Taylor,Martin,1970-3-27,67894468,M
70000465,Jalisa,Thompson,Miller,1999-8-23,84853818,M
70000466,Annis,Martin,White,1977-11-10,76655981,M
70000467,Ogden,Thomas,Thompson,1989-9-7,48891162,F
70000468,Alexandrea,Martinez,Jones,1992-11-6,43297773,F
70000469,Arielle,Brown,Wilson,1978-7-17,74751734,F
70000470,Kamren,Brown,Taylor,1998-5-11,19136593,M
70000471,Ulysses,Rodriguez,Moore,1997-7-1,32594646,M
70000472,Elberta,Thomas,White,1998-4-8,75857484,F
70000473,Governor,Martin,Martinez,1983-2-28,88625859,F
70000474,Marquita,Brown,Moore,1975-12-10,29273698,M
70000475,Haskell,White,Miller,1976-10-27,57598973,F
70000476,Nicolette,Rodriguez,Garcia,1978-5-10,76362311,F
70000477,Shauna,Martinez,White,1988-10-7,47284978,M
70000478,Bettie,White,Jones,1971-10-14,51264384,M
70000479,Beckie,Thomas,Lee,1970-2-11,89387673,F
70000480,Julious,White,Thomas,1980-12-16,28834349,M
70000481,Malcom,Johnson,Lee,1972-4-2,24142676,M
70000482,Monty,Thomas,Wilson,1990-6-23,47798892,F
70000483,Johnie,White,Martin,1994-9-15,27118965,F
70000484,Vernetta,White,Lee,1988-4-25,95754534,F
70000485,Elton,Brown,Brown,1981-8-22,75775641,M
70000486,Winston,Martin,Jones,1989-3-26,26581634,F
70000487,Susanna,Johnson,Smith,1978-5-27,98273416,F
70000488,Marcus,Johnson,Lee,1978-7-8,35553625,F
70000489,Kris,Rodriguez,White,1976-8-4,55462772,M
70000490,Alexande,Smith,Anderson,1976-7-9,92426755,F
70000491,Katherin,Lee,Garcia,1975-2-17,46679826,M
70000492,Wilfred,Moore,Martin,1990-8-4,81312857,F
70000493,Otho,Thomas,Smith,1970-11-19,83738619,M
70000494,Dellar,Williams,Miller,1989-6-3,97295159,M
70000495,Christy,Rodriguez,Davis,1988-3-18,23485943,F
70000496,Kit,Martin,Rodriguez,1972-6-15,69256762,M
70000497,Ashely,Lee,Smith,1992-3-11,37746919,F
70000498,Brigid,Smith,Johnson,1973-9-28,17212875,F
70000499,Otha,Smith,Garcia,1999-5-17,45786356,F
70000500,Ashlea,Miller,Miller,1998-3-20,95725679,M
70000501,Verla,Taylor,Rodriguez,1975-10-10,97343867,F
70000502,Waverly,Jones,Rodriguez,1992-9-0,53592938,F
70000503,Les,Davis,Smith,1993-5-28,48342525,M
70000504,Rosalie,Jones,Lee,1992-8-12,74523696,M
70000505,Lafayette,Thomas,Wilson,1987-4-19,25148967,F
70000506,Alfreda,Brown,Jones,1975-10-7,44784733,M
70000507,Leonce,Smith,Martin,1986-5-19,21494997,F
70000508,Veronica,Williams,Taylor,1998-10-11,37494766,M
70000509,Tracee,Martinez,Anderson,1986-6-15,45255342,F
70000510,Trevin,Lee,Moore,1978-5-0,32348622,M
70000511,Corean,Martinez,Moore,1993-10-3,52446647,F
70000512,Zack,Lee,Taylor,1974-8-15,35658419,F
70000513,Delmer,Martin,Jackson,1995-12-22,95418863,F
70000514,Ibrahim,Brown,Rodriguez,1991-12-28,28663591,F
70000515,Zackery,Miller,Lee,1980-1-21,74784368,F
70000516,Callie,Garcia,White,1974-10-11,17643789,F
70000517,Esley,Smith,Lee,1973-1-26,32579714,M
70000518,Janey,Lee,Williams,1971-4-27,38563531,F
70000519,Hassie,Smith,Miller,1978-7-19,79937795,F
70000520,Demarco,Lee,Rodriguez,1985-7-23,97924264,F
70000521,Pearly,Thomas,Garcia,1992-12-20,11973429,F
70000522,Williams,Davis,Martinez,1998-8-3,39291317,M
70000523,Maximillian,Davis,Taylor,1981-11-20,32637648,F
70000524,Aarav,White,Thompson,1993-1-13,57966984,M
70000525,Lauryn,Lee,Wilson,1982-1-17,77747471,F
70000526,Mekhi,Rodriguez,Johnson,1991-6-11,13196493,F
70000527,Theresa,Miller,Davis,1993-6-25,53524262,F
70000528,Izayah,Martinez,Moore,1981-3-18,91899226,F
70000529,Anie,Martin,Smith,1995-4-7,68129413,F
70000530,Winnie,Brown,Smith,1997-9-14,33289891,F
70000531,Rudolph,Wilson,Thompson,1985-2-1,72871781,F
70000532,Gideon,Thomas,White,1981-9-18,68556243,F
70000533,Daquan,Martinez,Moore,1980-8-22,56231278,M
70000534,Darrell,Thomas,Moore,1986-10-0,74299513,F
70000535,Florie,Thompson,Taylor,1997-10-12,35645632,F
70000536,Hugo,Davis,Smith,1975-1-6,62488316,F
70000537,Hubbard,Davis,White,1980-4-0,17158511,M
70000538,Janette,Lee,Taylor,1993-1-6,21956756,M
70000539,Donato,Lee,Taylor,1977-4-8,18283932,F
70000540,Laurine,Lee,White,1977-1-1,74366622,M
70000541,Cleve,Smith,Brown,1975-3-6,57666638,F
70000542,Patricia,Jackson,Miller,1994-1-16,94499851,M
70000543,Jessie,Lee,Williams,1994-11-23,49793333,F
70000544,Georgianna,Moore,Williams,1971-5-4,54774638,M
70000545,Juliann,Rodriguez,Jones,1980-8-27,26765885,M
70000546,Cristobal,Wilson,White,1993-10-11,61435577,M
70000547,Steward,Moore,Wilson,1974-8-18,84269425,M
70000548,Marget,Jackson,Williams,1982-8-2,76328765,M
70000549,Sabastian,Rodriguez,Thompson,1993-12-9,38232863,M
70000550,Marques,Johnson,Davis,1982-12-13,57756422,M
70000551,Lurena,Lee,Lee,1974-1-1,96818873,M
70000552,Tavaris,Lee,Johnson,1989-10-5,73537166,F
70000553,Susann,Jones,Taylor,1985-8-0,78446221,F
70000554,Durward,Johnson,Thomas,1973-3-21,12634317,M
70000555,Campbell,Rodriguez,Brown,1970-11-14,36747146,F
70000556,Trey,Jones,White,1979-9-4,84544644,M
70000557,Abelardo,Taylor,White,1995-7-0,15478852,M
70000558,Claud,Davis,Anderson,1997-8-26,57578833,F
70000559,Declan,White,Moore,1986-8-8,62176832,F
70000560,Kaleb,Rodriguez,Johnson,1988-8-25,83939719,M
70000561,Claudius,Lee,Thompson,1989-1-2,74258711,M
70000562,Lauryn,Brown,Brown,1991-6-25,32594265,F
70000563,Mallorie,Johnson,Williams,1987-5-21,89274753,F
70000564,Skip,Anderson,Wilson,1985-6-28,49568972,M
70000565,Arnie,Garcia,Thompson,1997-2-1,58353527,M
70000566,Perley,Moore,Johnson,1979-1-25,51594162,F
70000567,Kaliyah,Garcia,Thompson,1971-12-4,43867118,F
70000568,Dannie,Smith,Taylor,1987-6-25,61798194,F
70000569,Greene,Thomas,Smith,1988-1-4,38414113,F
70000570,Lucky,Taylor,Thompson,1998-10-12,24563349,M
70000571,Venus,White,Miller,1991-7-6,57577755,F
70000572,Orlo,Rodriguez,Thompson,1995-7-21,65311315,F
70000573,Leonia,Garcia,Brown,1974-6-27,92758492,M
70000574,Lahoma,Williams,Williams,1988-3-7,68566384,M
70000575,Londyn,Lee,Garcia,1974-4-8,37999528,F
70000576,Marcelino,Wilson,Smith,1989-3-12,13538865,M
70000577,Dewey,Garcia,Moore,1978-11-15,64852711,M
70000578,Abe,Jones,Taylor,1979-7-23,75998672,F
70000579,Harman,Thomas,Lee,1996-8-23,45427385,F
70000580,Lucinda,Moore,Jackson,1998-7-9,83562127,M
70000581,Jarrett,Garcia,Davis,1981-5-21,86997525,F
70000582,Lynwood,Rodriguez,Smith,1994-5-20,78614583,M
70000583,Kip,Moore,Thomas,1971-5-22,94274823,M
70000584,Nona,Anderson,Martin,1989-6-14,65993341,F
70000585,Jaqueline,Lee,Rodriguez,1999-1-6,11397486,M
70000586,Yoselin,Thompson,Johnson,1989-3-11,92881883,F
70000587,Melina,Miller,Garcia,1995-3-6,17427855,F
70000588,Rena,Garcia,Williams,1982-4-20,85841739,M
70000589,Fannie,Davis,Miller,1995-3-7,57688342,M
70000590,Litzy,Davis,Rodriguez,1996-12-4,38282254,F
70000591,Red,Williams,Jackson,1980-9-2,17774675,M
70000592,Kazuko,Johnson,Williams,1997-10-26,16824147,M
70000593,Allena,Martinez,Lee,1971-11-2,58933161,M
70000594,Banks,Jackson,Jones,1998-2-18,93174257,M
70000595,Plummer,Jackson,Taylor,1974-12-20,55647933,F
70000596,Fredrick,Martin,Moore,1990-5-24,47823315,M
70000597,Destry,Moore,White,1987-8-1,74638198,F
70000598,Deidra,Jones,Martinez,1980-12-8,56437637,M
70000599,Kiyoko,Martin,Williams,1993-4-18,87941547,F
70000600,Kyle,Anderson,Taylor,1979-6-10,34245875,M
70000601,Rickie,Wilson,Thompson,1983-7-10,28181832,F
70000602,Avon,Smith,Rodriguez,1981-6-6,29933289,F
70000603,Shira,Rodriguez,Miller,1984-4-7,69447227,M
70000604,Latanya,Taylor,Davis,1982-6-23,44314632,M
70000605,Achsah,White,Garcia,1970-7-28,94117896,F
70000606,Gaither,Thompson,White,1983-2-21,42742192,F
70000607,Valentina,Taylor,Johnson,1972-10-15,49357916,M
70000608,Kendra,Garcia,Thompson,1998-12-13,84858755,M
70000609,Hulda,Anderson,Williams,1983-9-5,47469839,M
70000610,Mayme,Johnson,Jones,1997-2-4,43927791,M
70000611,Waneta,Davis,Wilson,1999-7-24,84327389,M
70000612,Jed,Williams,Thompson,1975-10-2,25716353,F
70000613,Fredy,Thomas,Thomas,1982-8-6,99611336,F
70000614,Elaine,Davis,Miller,1975-6-11,41681115,F
70000615,Olie,Thomas,Jones,1974-2-5,18276976,F
70000616,Antoinette,Martinez,Johnson,1993-1-4,55914914,F
70000617,Gerri,Thompson,Rodriguez,1977-4-6,71165453,M
70000618,Gael,Rodriguez,Wilson,1990-1-25,15293564,M
70000619,Anfernee,Rodriguez,Thomas,1988-10-23,42747289,F
70000620,Sie,Lee,Rodriguez,1984-12-4,47634678,F
70000621,Debora,Thompson,Jones,1994-9-5,36577993,F
70000622,Westley,Rodriguez,Wilson,1990-5-9,16248313,M
70000623,Vonda,Rodriguez,Wilson,1979-11-22,11648335,F
70000624,Keshawn,Johnson,Martinez,1984-3-12,11895693,M
70000625,Mila,Rodriguez,Jackson,1990-2-26,83626426,F
70000626,Levon,Thompson,Anderson,1997-2-0,69746976,F
70000627,Clifford,Jones,Williams,1972-10-7,23884293,M
70000628,Rayford,Lee,Johnson,1970-3-9,73324892,M
70000629,Yee,Garcia,Thomas,1990-2-25,93971198,F
70000630,Almedia,Martinez,Smith,1983-8-14,16715194,F
70000631,Ronna,Wilson,Davis,1995-7-15,69665742,F
70000632,Bertram,Johnson,Martin,1976-7-9,82153559,F
70000633,Zollie,Thomas,Moore,1994-3-20,33586939,M
70000634,Marshall,Johnson,Brown,1995-6-5,14618642,F
70000635,Trilby,Williams,Anderson,1995-5-16,91846417,F
70000636,Clemon,Williams,Davis,1990-9-25,46285748,F
70000637,Janyce,Johnson,Anderson,1970-7-13,39322732,M
70000638,Margarito,Taylor,Martin,1992-1-17,39125568,M
70000639,Seymour,Williams,Moore,1970-3-24,33552694,F
70000640,Yulisa,Anderson,Moore,1992-12-0,76357794,F
70000641,Michal,White,Johnson,1971-7-28,11644773,F
70000642,Mikayla,Wilson,Davis,1986-11-2,69285762,M
70000643,Beyonce,Moore,Smith,1999-7-22,63124261,M
70000644,Philomena,Jones,Wilson,1984-10-16,56975428,F
70000645,Johnathon,Davis,Jackson,1989-10-3,54633949,M
70000646,Benji,Brown,Martinez,1989-8-27,52346757,F
70000647,Tierra,Wilson,Miller,1972-8-28,16169133,F
70000648,Cris,Smith,Garcia,1978-5-12,56457719,F
70000649,Fitzhugh,Smith,Moore,1990-1-10,71256856,F
70000650,Terance,Lee,Lee,1993-8-0,84298868,F
70000651,Annabella,Moore,Garcia,1983-2-11,78193477,F
70000652,Peggy,Lee,Taylor,1988-4-7,29847491,F
70000653,Nanci,Wilson,Wilson,1977-10-9,15814838,M
70000654,Robley,Thomas,Rodriguez,1975-8-8,17168778,F
70000655,Kenyon,White,Jones,1990-8-1,69328691,F
70000656,Aric,Thompson,Taylor,1981-9-23,44949894,M
70000657,Arland,Brown,Davis,1987-2-10,49251918,F
70000658,Jenilee,Moore,White,1982-3-18,26897576,M
70000659,Blake,Williams,Johnson,1988-4-24,66771878,F
70000660,Aiyana,Davis,Martin,1990-9-22,86775422,M
70000661,Ephraim,Martinez,Smith,1981-6-23,78643499,M
70000662,Francisqui,Davis,Jackson,1973-7-16,75142384,F
70000663,Seamus,Davis,Williams,1971-5-1,23156384,M
70000664,Kennith,Anderson,Williams,1972-8-8,85387313,M
70000665,Callum,Smith,Garcia,1979-10-22,67149778,M
70000666,Nayely,Anderson,Thomas,1995-10-16,66362781,M
70000667,Jarrad,Martinez,Wilson,1986-4-7,37442488,F
70000668,Cap,Brown,Williams,1980-11-7,54359596,M
70000669,Camren,Moore,Lee,1973-6-3,73326434,F
70000670,Shanae,Anderson,Jackson,1992-8-16,64896525,F
70000671,Tabatha,Smith,Brown,1983-4-22,86515827,F
70000672,Cherrie,Rodriguez,Smith,1982-5-16,41227866,M
70000673,Keely,Thompson,Anderson,1991-10-11,38766247,F
70000674,Jess,Taylor,Johnson,1989-11-26,75394957,M
70000675,Dalvin,Moore,Martinez,1986-3-19,81656257,M
70000676,Suzanne,Garcia,White,1992-7-16,97424528,F
70000677,Kirby,White,Taylor,1972-9-22,97751153,M
70000678,Tamika,Wilson,Lee,1984-9-16,86517736,M
70000679,Lanita,Garcia,Wilson,1972-12-0,98341143,F
70000680,Soloman,Jones,Wilson,1982-10-13,26156627,M
70000681,Adalyn,Martin,Anderson,1991-3-12,68362373,M
70000682,Mychal,Williams,Martinez,1989-11-17,45127558,F
70000683,Gwen,Smith,Brown,1987-6-15,75699696,F
70000684,Akeelah,Anderson,Brown,1996-6-24,41352775,M
70000685,Telly,Moore,Jackson,1978-3-9,46483322,F
70000686,Cooper,Thomas,Jones,1996-10-25,88611575,F
70000687,Toivo,Martinez,Taylor,1976-6-24,98844145,F
70000688,Dejon,Jones,Davis,1994-6-22,37285939,F
70000689,Alisson,Jones,Taylor,1989-7-17,44695719,F
70000690,Joette,Lee,Martin,1982-10-10,64382654,M
70000691,Daryn,Wilson,Taylor,1970-7-16,82921581,F
70000692,Karlee,Taylor,Wilson,1994-3-23,73398251,F
70000693,Cyrus,Thompson,Garcia,1999-1-4,76668686,M
70000694,Zaria,Jones,Wilson,1995-12-17,49746359,F
70000695,Jim,Wilson,Anderson,1996-6-7,71434283,M
70000696,Dillion,Miller,Lee,1976-4-0,88453957,M
70000697,Ula,Wilson,Wilson,1988-1-16,32874363,F
70000698,Markell,Miller,Martin,1970-6-25,12744748,F
70000699,Makhi,Jackson,Martin,1998-5-14,32428724,F
70000700,Mathilde,Williams,Thompson,1981-1-14,66639971,M
70000701,Piper,Moore,Smith,1998-4-5,51869411,M
70000702,Coley,Williams,Wilson,1978-7-10,99939736,F
70000703,Harriett,Garcia,Smith,1977-10-2,22417327,F
70000704,Lafayette,Jackson,Thompson,1981-5-28,86778441,F
70000705,Commodore,Taylor,Taylor,1975-4-10,31748469,M
70000706,Bev,Wilson,Brown,1983-10-2,38314247,M
70000707,Leitha,Johnson,Brown,1978-2-6,82455968,F
70000708,Andria,Thompson,Lee,1990-5-25,11138441,F
70000709,Dessie,Taylor,Jones,1983-11-10,87112597,M
70000710,Loris,Brown,Lee,1987-11-9,22322854,F
70000711,Hershell,White,Moore,1985-6-0,95395423,F
70000712,Chalmer,Martinez,Brown,1984-12-8,87788861,F
70000713,Destiny,White,Martinez,1996-5-2,61881312,F
70000714,Ula,White,Johnson,1974-2-22,14472965,M
70000715,Laura,Thompson,Martin,1989-1-9,23991911,M
70000716,Clarance,Wilson,Johnson,1995-11-4,81797861,M
70000717,Jessica,Garcia,Martin,1987-2-17,16594364,F
70000718,Gideon,Taylor,Moore,1988-5-1,64532387,M
70000719,Benjamin,Moore,Davis,1977-9-8,41568892,F
70000720,Ottie,Davis,Thomas,1994-7-9,87547643,F
70000721,Shedrick,Davis,Jackson,1976-4-14,83218765,M
70000722,Finn,Johnson,Anderson,1997-10-16,13936489,M
70000723,Dolph,Garcia,Williams,1970-1-15,87477144,F
70000724,Herminia,Anderson,Martinez,1989-9-23,45215742,M
70000725,Ned,Thompson,Martinez,1978-4-15,93219713,F
70000726,Leva,White,White,1992-2-24,13133575,F
70000727,Williams,Garcia,Martin,1979-4-9,89287238,F
70000728,Pearla,White,Anderson,1974-3-22,93695731,F
70000729,Gabrielle,Davis,Brown,1990-12-6,91416298,M
70000730,Jarad,Smith,Rodriguez,1997-2-14,45585837,F
70000731,Rand,Thompson,Thompson,1985-12-17,82723239,F
70000732,Calista,White,Smith,1980-9-1,21476658,F
70000733,Demetric,Thomas,Lee,1980-6-7,44883894,M
70000734,Princess,Jones,Moore,1986-3-23,74811553,F
70000735,Chalmer,Williams,Johnson,1984-11-26,16565522,M
70000736,Lizette,Jackson,Jackson,1978-9-7,71569414,F
70000737,Darrin,Lee,Wilson,1973-3-20,53676137,F
70000738,Avery,Williams,Garcia,1978-4-10,17343971,M
70000739,Shyanne,Miller,Thompson,1998-7-14,56883465,F
70000740,Damarcus,Anderson,White,1976-10-9,32833929,F
70000741,Kortney,Jackson,Davis,1990-12-19,85341386,M
70000742,Orie,Moore,Lee,1976-11-12,82854143,F
70000743,Dorthy,Garcia,Wilson,1970-1-23,48741768,M
70000744,Simone,Wilson,Johnson,1974-8-2,87842955,F
70000745,Luz,Anderson,Jones,1988-6-17,84955928,F
70000746,Winnifred,Lee,Wilson,1979-6-8,72766738,M
70000747,Namon,Lee,Johnson,1988-7-2,89885174,M
70000748,Polk,Moore,Brown,1974-5-13,98142615,M
70000749,Aron,Jackson,Johnson,1971-11-15,11268653,M
70000750,Marina,Jackson,Johnson,1990-3-21,43647777,M
70000751,Kaylie,Thomas,White,1994-10-26,81494238,M
70000752,Barnett,Johnson,Johnson,1995-8-21,69421886,M
70000753,Perla,Taylor,Williams,1981-11-0,37864955,M
70000754,Erwin,Davis,Moore,1988-2-2,24735512,M
70000755,Chantel,Martinez,Thomas,1988-5-10,25578964,M
70000756,Windy,Anderson,Garcia,1988-6-4,51294644,F
70000757,Waldo,Garcia,Jackson,1986-11-5,57484978,F
70000758,Morton,Miller,Martin,1985-2-19,66873925,F
70000759,Leopoldo,Garcia,Taylor,1976-11-0,34442536,F
70000760,Shaquille,Garcia,Brown,1986-2-27,93679668,M
70000761,Gibson,Wilson,Garcia,1976-3-22,88192944,M
70000762,Delphin,Garcia,Martin,1990-6-22,46473146,F
70000763,Fleda,Williams,Lee,1990-10-19,59338439,M
70000764,Dell,Moore,Lee,1995-12-16,78313596,M
70000765,Buena,Wilson,White,1970-7-12,49763373,F
70000766,Tavion,Miller,Wilson,1974-1-23,69889136,M
70000767,Sheilah,Smith,Jackson,1996-11-5,29495699,F
70000768,Arely,Thomas,Rodriguez,1975-2-27,45523294,M
70000769,Keifer,Taylor,Jackson,1986-5-8,67514843,M
70000770,Judith,Jones,Miller,1988-9-7,79798997,F
70000771,Eve,Anderson,Martin,1999-4-9,37265328,M
70000772,Ardyce,Jones,Johnson,1976-7-16,15675242,M
70000773,Braden,Rodriguez,Brown,1992-4-14,94199328,F
70000774,Heather,Thomas,Thomas,1981-10-23,34288471,F
70000775,Almond,Lee,Martinez,1996-4-23,96875595,F
70000776,Adele,Johnson,Williams,1997-10-2,46953699,M
70000777,Presley,Miller,Thompson,1984-3-14,16864283,F
70000778,Fumiko,Garcia,Martin,1971-10-21,78154311,F
70000779,Orval,Martinez,Johnson,1984-8-23,25391686,F
70000780,Loren,Brown,Thomas,1999-6-25,63147445,F
70000781,Justina,Smith,Lee,1973-11-17,16234979,M
70000782,Tristen,Taylor,Anderson,1971-2-3,17629333,F
70000783,Yurem,Johnson,Martinez,1990-7-15,25116481,M
70000784,Oneta,Williams,Rodriguez,1982-8-21,41892794,F
70000785,Verl,Jones,Jackson,1986-6-10,22929547,M
70000786,Adriane,Lee,Jackson,1979-9-2,81667526,F
70000787,Andria,Lee,Moore,1985-8-24,53152173,M
70000788,Norbert,Miller,Davis,1991-5-27,77314955,M
70000789,Milton,Wilson,Thompson,1981-2-23,85199374,F
70000790,Odessa,Brown,Thomas,1998-12-23,53574846,M
70000791,Rosy,White,Smith,1997-8-14,31539234,M
70000792,Cleo,Miller,Moore,1983-5-8,83638782,F
70000793,Stone,Johnson,Rodriguez,1985-12-2,68388219,M
70000794,Misty,Miller,Martin,1981-7-9,69693448,M
70000795,Mathew,White,Anderson,1989-6-24,85814512,F
70000796,Abelardo,Brown,Rodriguez,1971-7-10,21687621,M
70000797,Eunice,Miller,Williams,1984-5-7,31222349,M
70000798,Winnifred,Moore,Johnson,1991-4-13,59417159,F
70000799,Karlene,Thompson,White,1987-10-20,27316239,F
70000800,Dillie,Miller,White,1970-7-28,78916488,F
70000801,Affie,Garcia,Martinez,1988-8-20,68368879,M
70000802,Jaylan,Thompson,Thompson,1981-7-11,44712249,M
70000803,Geary,Jackson,Jones,1980-9-6,79815569,F
70000804,Kalie,Miller,Wilson,1999-4-19,94444335,M
70000805,Fount,Lee,Martin,1994-4-28,16676199,F
70000806,Bridgett,Rodriguez,Davis,1981-11-22,75586627,F
70000807,Alta,Wilson,Martin,1973-1-22,95559146,F
70000808,Ann,Garcia,Smith,1975-9-25,59695246,M
70000809,Gerri,White,Jackson,1990-2-15,26161942,M
70000810,Phyllis,Miller,White,1979-12-16,18865458,M
70000811,Abbey,Thomas,Johnson,1992-1-0,93499363,M
70000812,Kara,Johnson,Williams,1975-11-17,18672185,F
70000813,Katherine,Lee,Martin,1982-4-12,64271197,M
70000814,Harry,Thomas,Smith,1975-9-9,42778876,M
70000815,Tanika,Wilson,Thomas,1974-6-27,79586664,F
70000816,Louisiana,Williams,Jackson,1988-2-21,59626283,M
70000817,Shanita,Davis,Garcia,1972-7-15,21547993,F
70000818,Lynne,Johnson,Jones,1984-12-5,45994319,F
70000819,Jamar,Martinez,Moore,1983-2-17,29263831,F
70000820,Porsha,Garcia,Jones,1980-7-24,37596724,F
70000821,Raheem,Thompson,Martin,1995-8-16,33626777,F
70000822,Katlin,Smith,Jones,1993-6-2,75395764,F
70000823,Leeroy,Johnson,Thomas,1995-2-21,98659226,F
70000824,Chin,Garcia,Jackson,1987-3-19,27124361,F
70000825,Besse,Moore,Jackson,1978-3-16,56889798,M
70000826,Almina,Rodriguez,Martinez,1996-4-17,59458785,F
70000827,Gretta,Jones,Jackson,1988-8-11,81448325,F
70000828,Sherree,Anderson,Brown,1991-6-28,14127873,M
70000829,Ilona,Jones,Johnson,1987-2-7,17742371,M
70000830,Essex,Thomas,Thomas,1987-12-21,19789246,M
70000831,Merlin,Smith,Lee,1985-10-24,97349274,M
70000832,Diane,Miller,Jackson,1977-3-27,26192985,F
70000833,Maurine,Martinez,Smith,1985-2-14,68192716,M
70000834,Treyton,Wilson,Lee,1975-11-2,66863962,F
70000835,Jovanny,Martin,Lee,1981-2-25,96675543,M
70000836,Jamil,Davis,Rodriguez,1988-10-11,56633896,F
70000837,Laron,Moore,Brown,1997-6-18,53489641,F
70000838,Ariella,Jackson,Rodriguez,1986-7-2,36986945,F
70000839,Dania,Lee,White,1988-4-27,53962623,M
70000840,Laquita,Lee,Davis,1970-8-5,37223785,M
70000841,Rob,Anderson,Davis,1989-2-8,92177917,F
70000842,Garfield,Williams,Garcia,1978-3-9,63273331,F
70000843,Dawne,Davis,Martin,1978-4-23,73367158,M
70000844,Carolann,Moore,Garcia,1981-6-6,15911233,F
70000845,Becky,Thompson,Jones,1996-11-27,46772357,M
70000846,Ottilie,Moore,Thompson,1996-11-8,34324126,F
70000847,Vincenzo,Johnson,White,1987-10-15,72228141,M
70000848,Hervey,White,Anderson,1996-11-1,75175476,F
70000849,Mykel,Martinez,Taylor,1991-3-22,64655359,M
70000850,Sharyl,Taylor,Thomas,1998-10-6,85182526,F
70000851,Buren,Miller,White,1981-5-2,78321744,F
70000852,Tangela,White,Martin,1997-3-14,92577497,F
70000853,Worley,Anderson,Garcia,1990-6-6,81312373,M
70000854,Foy,Martin,Garcia,1971-2-7,25769478,F
70000855,Lamont,White,Anderson,1979-7-22,12732747,M
70000856,Antwon,Smith,Martin,1999-10-12,18352388,M
70000857,Amina,Anderson,Johnson,1992-5-5,58529481,M
70000858,Mario,White,Rodriguez,1991-4-16,55469586,M
70000859,Marlo,Martin,Thomas,1985-11-25,33474381,F
70000860,Page,Miller,Johnson,1985-11-13,94537563,F
70000861,Danette,White,Miller,1990-7-10,34848966,M
70000862,Ebert,Martinez,Moore,1972-4-19,93845561,M
70000863,Kolton,Smith,White,1971-5-9,51735518,M
70000864,June,Wilson,Brown,1984-3-11,18989336,F
70000865,Miya,Jackson,Miller,1972-9-7,42215463,M
70000866,Clark,Jackson,Martin,1989-1-6,41418238,M
70000867,Alejandra,Taylor,White,1971-6-28,96314527,F
70000868,Melody,Martin,Brown,1982-5-3,62182793,F
70000869,Jaylon,Miller,Wilson,1980-5-16,61268517,M
70000870,Marcellus,Garcia,Jackson,1985-9-7,49837174,M
70000871,Amy,Martin,Johnson,1978-4-28,16629279,F
70000872,Burke,Moore,Brown,1980-9-14,87747344,M
70000873,Magen,Miller,Martinez,1975-7-24,52382298,F
70000874,Shawnna,Taylor,Davis,1992-7-8,66441142,F
70000875,Jaheem,Wilson,Johnson,1996-10-28,55351441,M
70000876,Erby,Martin,Rodriguez,1993-6-26,68479283,F
70000877,Benjiman,Garcia,Martinez,1971-1-17,67872886,M
70000878,Shaquan,Moore,Anderson,1980-2-2,55672487,M
70000879,Melbourne,Lee,Garcia,1973-1-15,94358436,F
70000880,Helaine,Johnson,Anderson,1982-1-1,79216143,F
70000881,Conley,Martinez,Williams,1989-10-8,71695427,F
70000882,Jimmy,Martinez,Martin,1990-4-22,35646957,M
70000883,Madlyn,Johnson,Wilson,1981-8-9,12159388,M
70000884,Verdie,Moore,Jackson,1972-11-22,98533135,F
70000885,Marleen,Thomas,Lee,1994-11-2,16418137,F
70000886,Brown,Jackson,Moore,1978-7-11,82434416,F
70000887,Hartwell,Williams,Smith,1996-7-4,15823634,F
70000888,Ouida,Miller,Jackson,1989-4-5,48482692,M
70000889,Jamey,Lee,White,1989-4-27,48221253,F
70000890,Kennith,Smith,Smith,1986-7-20,58374234,F
70000891,Yasmin,Brown,Johnson,1974-11-6,22511326,F
70000892,Kimora,Martinez,Thomas,1998-2-19,14611993,M
70000893,Eliseo,Taylor,Thomas,1995-1-9,96746665,M
70000894,Lacey,Jones,Miller,1995-1-9,64192281,F
70000895,Armando,Moore,Thompson,1989-12-14,42293736,F
70000896,Alzina,Williams,Davis,1976-12-2,43942131,F
70000897,Dixie,Moore,Brown,1997-9-20,15724974,M
70000898,Ancel,Martin,White,1984-5-20,85656747,M
70000899,Elena,White,Jones,1994-12-25,31991167,F
70000900,Boris,Lee,Jones,1997-8-7,74939391,M
70000901,Demarcus,Lee,Martin,1988-1-28,89757733,F
