Num_Ticket,ClienteDNI,id_ruta,AgenciaNombre,BusPlaca,Fecha_viaje
1248,70001124,Pas-Lam,Máncora,hsxj4h4s4a,2018-9-27
1249,70000222,Aya-Pun,Piura Terminal,16t27se315,2018-7-18
1250,70000892,San-Tum,Sullana,i33qdfk7rr,2018-6-20
1251,70000153,Pun-Pas,Chiclayo,icg3nl5ln5,2018-5-13
1252,70000692,Piu-Ama,Terrapuerto Trujillo,dkjmx4ax1c,2018-9-11
1253,70000794,Ama-Uca,Oficina Juan Pablo,k5i1upr6d4,2018-8-17
1254,70000388,Ica-Ama,Máncora,e8i4xpka4q,2018-8-12
1255,70001861,Ama-Apu,Tumbes,rcl4c2nrm3,2018-10-8
1256,70001312,La -Lim,Máncora,55e2li874t,2018-5-10
1257,70000136,Anc-Piu,Lima,124285om41,2018-12-16
1258,70001923,Pas-Cus,Oficina Bolivar,07sx26k5np,2018-5-19
1259,70000111,Pas-San,Paita,hedb93in5r,2018-10-28
1260,70000903,San-Cal,Piura Terminal,94d6q30p39,2018-9-14
1261,70001833,Hua-Cus,Tumbes,tbet1j40a3,2018-1-12
1262,70001976,Piu-Cus,Lima,p504o91215,2018-6-8
1263,70001202,Pun-Lor,Terrapuerto Trujillo,94d6q30p39,2018-8-17
1264,70001920,Pun-Pas,Tumbes,1e35dn63e7,2018-3-3
1265,70000187,Tum-Cus,Oficina Juan Pablo,o93589o0wq,2018-3-17
1266,70001828,Uca-Are,Lima,k8ws18i2f8,2018-7-10
1267,70001171,Cus-Lam,Sullana,ghvt75unt5,2018-2-23
1268,70001441,San-Tac,Oficina Bolivar,9n920an203,2018-5-6
1269,70001682,Pas-La ,Lima,hj4fwtgbd6,2018-5-14
1270,70001733,Uca-San,Paita Terminal,kv87dx89d0,2018-4-17
1271,70001402,Caj-Pun,Máncora,8ivs2c3n91,2018-7-19
1272,70001104,Piu-Hua,Paita,nla24wg4or,2018-1-2
1273,70001023,Pun-Pas,Los Organos,831alj7h2x,2018-8-25
1274,70000394,Are-Caj,Máncora,64r652q79v,2018-2-26
1275,70000918,Pun-San,Los Organos,8vf32f2238,2018-2-17
1276,70001885,Hua-Are,Chimbote,nc925g1c9x,2018-12-19
1277,70001207,Lor-Caj,Los Organos,u1vv20ue77,2018-10-20
1278,70000328,Pun-Hua,Chiclayo,9ve8m5t4q5,2018-7-21
1279,70000944,Tum-La ,Tumbes,uv85k371gd,2018-11-21
1280,70000963,Lam-Lim,Tumbes,597xd960sq,2018-2-9
1281,70000945,Apu-Ama,Los Organos,b7tl1d385s,2018-12-11
1282,70000386,Tum-La ,Tumbes,wcqp00l7ju,2018-10-20
1283,70000069,Anc-Piu,Plaza Norte,wqp5jf976a,2018-10-26
1284,70001539,Tum-Hua,Plaza Norte,q163d18kg4,2018-4-25
1285,70000273,Pun-Jun,Paita Terminal,8351i73n2c,2018-11-6
1286,70000716,Lam-Ica,Los Organos,xwt5k20045,2018-5-11
1287,70000766,Pun-Lim,Paita Terminal,n6x9i2j9l6,2018-9-18
1288,70000103,Pun-Pas,Oficina Bolivar,vuq3n4j029,2018-1-4
1289,70000056,Pas-Pun,Los Organos,ka6la0qm2s,2018-2-21
1290,70000910,Cus-La ,Máncora,l6s2o233he,2018-8-13
1291,70001276,Jun-Hua,Paita,o38v56p26t,2018-12-1
1292,70001302,Piu-Caj,Tumbes,718wk2cji8,2018-7-24
1293,70000088,Tac-San,Plaza Norte,5kbl0v7j09,2018-6-22
1294,70000978,Anc-Piu,Paita,7pxbh2ao74,2018-5-23
1295,70001271,Apu-Ama,Paita Terminal,icg3nl5ln5,2018-10-16
1296,70001638,Anc-Moq,Máncora,9728xg6ldn,2018-3-7
1297,70000206,La -Lim,Tumbes,k3n33u5068,2018-12-8
1298,70001171,Hua-Lim,Terrapuerto Trujillo,o38v56p26t,2018-4-23
1299,70000222,Hua-Ica,Terrapuerto Trujillo,f5hik8783w,2018-2-24
1300,70000525,Caj-Hua,Sullana,wlh4soo3qt,2018-7-8
1301,70001349,Ama-Moq,Máncora,63qbrma3o0,2018-11-4
1302,70000350,Ica-Pun,Chimbote,vuq3n4j029,2018-9-24
1303,70001722,Uca-Are,Chiclayo,dkjmx4ax1c,2018-5-23
1304,70000049,Cal-Piu,Talara,v6564wth48,2018-6-10
1305,70000384,Uca-Jun,Máncora,6hhx5llgvf,2018-9-4
1306,70000981,Hua-Cus,Piura Terminal,dg3nf9f9ba,2018-6-22
1307,70000374,Caj-Tum,Sullana,tt5831203q,2018-3-27
1308,70000842,Hua-Piu,Piura Terminal,mta9u40982,2018-8-27
1309,70001256,Ama-Uca,Plaza Norte,e8i4xpka4q,2018-2-3
1310,70000017,Pas-Lor,Chimbote,i5is3419us,2018-12-6
1311,70001434,Pun-Caj,Tumbes,37l9ocsob3,2018-12-12
1312,70000583,Are-Pun,Máncora,1o6x2h6cls,2018-1-18
1313,70000122,Mad-Cal,Plaza Norte,x2bl708c07,2018-1-2
1314,70000619,Anc-Pas,Chiclayo,42040vctp0,2018-1-11
1315,70001286,Are-Caj,Terrapuerto Trujillo,m0272b7mf6,2018-12-19
1316,70001512,Moq-Piu,Talara,6hhx5llgvf,2018-12-23
1317,70000917,Anc-Are,Talara,xct5dw89vt,2018-7-26
1318,70001533,Hua-Ama,Los Organos,c07nems566,2018-2-8
1319,70001199,Caj-San,Máncora,5ph7gg4714,2018-1-12
1320,70000415,Lim-Hua,Máncora,q9a1eum83s,2018-3-5
1321,70001549,Ica-Tum,Talara,4116662623,2018-2-13
1322,70000647,Tac-San,Oficina Juan Pablo,am812i8lb9,2018-12-14
1323,70000980,Hua-Piu,Oficina Juan Pablo,6041o60k53,2018-7-8
1324,70001847,Piu-Are,Piura Terminal,u42i942u62,2018-12-9
1325,70001558,Ica-La ,Talara,065g159lex,2018-10-7
1326,70000703,Lor-Ica,Oficina Bolivar,n6x9i2j9l6,2018-12-19
1327,70000965,Lam-Aya,Máncora,rft81mm44g,2018-3-9
1328,70001028,Apu-San,Paita Terminal,ka6la0qm2s,2018-7-16
1329,70000782,Tac-San,Los Organos,62h9n9i9ex,2018-10-17
1330,70001110,Lam-Ica,Terrapuerto Trujillo,rv275865qs,2018-7-21
1331,70000312,Hua-San,Chiclayo,ba272drcm3,2018-11-3
1332,70000087,Uca-Apu,Sullana,9bx8refhg1,2018-11-20
1333,70001429,Hua-Aya,Sullana,7o98u20vf5,2018-2-25
1334,70000149,Caj-Moq,Piura Terminal,u1l5ttn9j2,2018-6-16
1335,70001614,Hua-Are,Máncora,v6564wth48,2018-3-10
1336,70001452,Uca-Hua,Paita Terminal,2n4339hb7q,2018-4-9
1337,70000182,Apu-Anc,Chimbote,bf0lnv84r6,2018-12-15
1338,70000214,Piu-Ama,Plaza Norte,1vend7tmjs,2018-8-7
1339,70001679,Pas-Cus,Chiclayo,37l9ocsob3,2018-3-8
1340,70000640,Hua-Ica,Chiclayo,5kbl0v7j09,2018-1-10
1341,70001920,Pas-Jun,Tumbes,8o9h6io82u,2018-9-23
1342,70000047,Hua-San,Chimbote,v7m09t769l,2018-2-13
1343,70001968,Tum-La ,Sullana,cgdd5094w4,2018-8-5
1344,70001668,Tum-Caj,Paita Terminal,48o0d0kkq3,2018-9-27
1345,70001217,Ama-Hua,Sullana,n535r0emw0,2018-12-24
1346,70001186,La -Tac,Chimbote,a4u7csvfa6,2018-11-17
1347,70001884,Pun-San,Paita Terminal,06g352652l,2018-12-21
1348,70001490,Are-Lam,Tumbes,8kxitb16v3,2018-6-4
1349,70001104,Caj-San,Terrapuerto Trujillo,flx75ss8e9,2018-8-14
1350,70001791,Lor-Anc,Oficina Juan Pablo,06532xhhb8,2018-11-10
1351,70001708,Tum-Hua,Oficina Juan Pablo,xct5dw89vt,2018-3-20
1352,70000349,San-Tac,Talara,vgq0o6q92s,2018-1-20
1353,70001412,Cus-Ama,Sullana,h776x350k5,2018-3-26
1354,70000583,Ama-Apu,Lima,wlh4soo3qt,2018-7-27
1355,70001734,Hua-Tum,Chimbote,7fapp9hq35,2018-4-10
1356,70001738,Hua-Cus,Chiclayo,5j89dvka2n,2018-9-17
1357,70000562,Pas-Are,Chimbote,r2vp1o1cvv,2018-2-20
1358,70001053,Cus-Piu,Plaza Norte,mqoveub9b1,2018-11-17
1359,70001906,Lim-Hua,Máncora,21mp6qpf4a,2018-11-13
1360,70000902,Piu-Ica,Terrapuerto Trujillo,5ph7gg4714,2018-10-14
1361,70000850,Are-La ,Chimbote,b7tl1d385s,2018-11-9
1362,70001024,Lor-Mad,Piura Terminal,k8ws18i2f8,2018-7-7
1363,70001302,Tum-Ama,Plaza Norte,flx75ss8e9,2018-2-11
1364,70001936,Uca-Apu,Máncora,kvrsqmcj23,2018-4-19
1365,70000439,Aya-San,Lima,6bw12d938l,2018-12-21
1366,70001138,Ama-Tac,Tumbes,jsgke28lnx,2018-3-19
1367,70000023,Piu-Caj,Chiclayo,6041o60k53,2018-6-10
1368,70001843,Cal-Tac,Máncora,p504o91215,2018-9-19
1369,70001393,Cus-Piu,Chiclayo,hedb93in5r,2018-8-10
1370,70001494,Ama-Tac,Paita Terminal,124285om41,2018-8-27
1371,70001770,Ica-Piu,Tumbes,ka6la0qm2s,2018-12-23
1372,70000500,San-Uca,Máncora,999h053g40,2018-12-14
1373,70001989,Anc-Pas,Máncora,ghvt75unt5,2018-2-22
1374,70000705,Piu-San,Chimbote,48o0d0kkq3,2018-3-13
1375,70001267,Lor-Hua,Piura Terminal,wm1oeadopi,2018-7-22
1376,70000233,Lam-Aya,Chiclayo,2d779w2w39,2018-7-15
1377,70001456,Aya-Ica,Paita,bi5obvxudo,2018-7-24
1378,70001482,Hua-Ica,Máncora,q15om33373,2018-7-19
1379,70001776,Uca-Moq,Chiclayo,298bc3q5o1,2018-2-8
1380,70001074,Aya-Cus,Sullana,xct5dw89vt,2018-12-7
1381,70000490,Lam-Aya,Piura Terminal,us5c82pmmp,2018-7-6
1382,70000846,Mad-Caj,Talara,achihxj43t,2018-11-20
1383,70001370,Hua-Jun,Paita Terminal,8wg639135m,2018-4-25
1384,70001282,Pun-Hua,Paita,x68ibbkd52,2018-6-14
1385,70001082,Hua-Cus,Plaza Norte,9n920an203,2018-12-26
1386,70001664,Lam-Mad,Tumbes,am812i8lb9,2018-11-9
1387,70001545,Tum-Aya,Lima,mta9u40982,2018-8-1
1388,70000292,Caj-Ama,Chimbote,hj4fwtgbd6,2018-7-1
1389,70000951,Caj-Pun,Oficina Bolivar,o2s78sav5u,2018-4-18
1390,70000340,Ama-Moq,Máncora,g435a4krs0,2018-4-4
1391,70000487,Anc-Piu,Paita,su1b8vhxs2,2018-12-8
1392,70000993,Pun-Caj,Plaza Norte,44ainf00e8,2018-11-24
1393,70001492,San-La ,Piura Terminal,su1b8vhxs2,2018-10-20
1394,70000145,Aya-Jun,Los Organos,6bw12d938l,2018-5-12
1395,70001566,Hua-Anc,Chiclayo,pn39d0wx50,2018-7-17
1396,70000302,Pas-Are,Máncora,u42i942u62,2018-4-12
1397,70001986,Cal-Pun,Talara,797529i6xm,2018-9-7
1398,70000812,Caj-Pas,Máncora,42h887b798,2018-2-3
1399,70000300,Ica-Ama,Terrapuerto Trujillo,s3xu80bsbc,2018-5-4
1400,70001335,Lor-Lim,Los Organos,5kbl0v7j09,2018-2-6
1401,70000227,Piu-Anc,Terrapuerto Trujillo,p504o91215,2018-3-26
1402,70001603,Ica-Pas,Lima,t13d54x47e,2018-2-23
1403,70001377,Cus-Lam,Talara,078ww61564,2018-8-28
1404,70001791,Anc-Cus,Lima,sqos0nd74o,2018-1-26
1405,70001253,Piu-Are,Chimbote,8wg639135m,2018-11-26
1406,70000733,Uca-San,Sullana,21mp6qpf4a,2018-10-15
1407,70000533,Apu-San,Talara,k8ws18i2f8,2018-8-12
1408,70000453,Apu-Ica,Paita Terminal,ma27qo09c9,2018-7-22
1409,70001618,Cus-Piu,Paita Terminal,gle5x424la,2018-5-6
1410,70000365,Apu-Anc,Chimbote,nc925g1c9x,2018-11-11
1411,70001922,Piu-Ama,Los Organos,5562n7q55i,2018-4-3
1412,70001484,Piu-Cus,Oficina Juan Pablo,725gl430lj,2018-9-3
1413,70000530,Pas-Ica,Oficina Juan Pablo,v450je7a10,2018-10-13
1414,70001388,Piu-San,Terrapuerto Trujillo,an711w72e1,2018-9-27
1415,70001826,Pun-San,Plaza Norte,95si8c3g85,2018-8-10
1416,70001649,Mad-Ama,Los Organos,968gf0g5tk,2018-9-1
1417,70001611,Hua-Pas,Chiclayo,v7m09t769l,2018-8-19
1418,70000148,Apu-Cal,Oficina Juan Pablo,it08sd1vhc,2018-1-18
1419,70000075,Moq-Piu,Piura Terminal,xu270n95gn,2018-7-26
1420,70001255,Pas-Apu,Sullana,45t39son1x,2018-8-7
1421,70000540,Are-Ama,Sullana,74dkmqp92p,2018-3-8
1422,70000845,Apu-Ama,Máncora,dg3nf9f9ba,2018-8-20
1423,70000297,Piu-Anc,Paita Terminal,0r20h63phi,2018-7-17
1424,70000638,Pas-Jun,Oficina Bolivar,ole2trhlah,2018-3-1
1425,70000041,Jun-Pas,Oficina Juan Pablo,3e7837819b,2018-4-17
1426,70000206,Are-Lam,Chiclayo,mv32hhfu9x,2018-9-20
1427,70001701,Pun-Moq,Lima,28ns56f9nj,2018-6-13
1428,70001376,Anc-Lor,Piura Terminal,us5c82pmmp,2018-4-22
1429,70001249,Moq-Are,Paita,b58eul9ilb,2018-2-5
1430,70000418,Hua-Anc,Oficina Bolivar,9m1q339f49,2018-8-10
1431,70001364,Anc-Are,Chiclayo,an711w72e1,2018-9-10
1432,70001268,La -San,Chimbote,7fapp9hq35,2018-4-5
1433,70000460,Lor-Ica,Oficina Juan Pablo,fa340x9pxl,2018-1-26
1434,70000189,Are-Pas,Chiclayo,fa340x9pxl,2018-8-17
1435,70001104,La -San,Chiclayo,a4u7csvfa6,2018-6-11
1436,70001195,Are-La ,Oficina Juan Pablo,065g159lex,2018-3-17
1437,70001408,Moq-Caj,Máncora,gc4437hsqv,2018-8-26
1438,70000895,Moq-Caj,Paita Terminal,m5280i837h,2018-12-13
1439,70000398,Pun-Piu,Paita,37l9ocsob3,2018-2-26
1440,70000073,Are-Caj,Tumbes,8f6n0v1v1q,2018-4-9
1441,70001922,Pas-Are,Los Organos,125i650gl8,2018-7-9
1442,70000599,Cal-Piu,Chiclayo,r8vb1q14md,2018-7-23
1443,70000322,Tum-Tac,Paita,8kxitb16v3,2018-12-26
1444,70000691,Cus-Lam,Terrapuerto Trujillo,kputds64ap,2018-7-4
1445,70000510,Caj-Cal,Talara,468qw1vx09,2018-8-13
1446,70000373,Uca-Are,Plaza Norte,7pxbh2ao74,2018-10-13
1447,70000712,Lor-Lim,Chimbote,l6s2o233he,2018-11-10
1448,70001585,Tum-Cus,Lima,n05924r0pt,2018-4-22
1449,70000199,Lam-Uca,Sullana,jmkrkq326r,2018-1-14
1450,70000096,Piu-Ica,Paita Terminal,xx3f5e5w78,2018-4-25
1451,70000945,Hua-San,Piura Terminal,t13d54x47e,2018-9-24
1452,70000776,Tac-Jun,Plaza Norte,2n4339hb7q,2018-8-19
1453,70001740,Lam-Lim,Paita,wltd4s885l,2018-11-19
1454,70001140,Caj-Moq,Oficina Bolivar,u1vv20ue77,2018-4-6
1455,70001204,Mad-San,Paita Terminal,icg3nl5ln5,2018-2-19
1456,70001914,Pas-San,Terrapuerto Trujillo,4i30mepk1r,2018-10-27
1457,70000564,Caj-Cal,Los Organos,8351i73n2c,2018-1-2
1458,70000298,Lam-La ,Sullana,k3n33u5068,2018-8-25
1459,70000682,Hua-Lim,Chimbote,xae6815380,2018-3-14
1460,70000224,Hua-San,Terrapuerto Trujillo,d6jvv30s5b,2018-9-7
1461,70000841,Aya-Ica,Chiclayo,xwt5k20045,2018-11-7
1462,70001510,Piu-Caj,Los Organos,6bw12d938l,2018-3-5
1463,70000630,Piu-Mad,Sullana,9ve8m5t4q5,2018-10-8
1464,70001708,Mad-Hua,Chimbote,je841044wk,2018-4-25
1465,70000115,Anc-Cus,Talara,vnccq09ukn,2018-12-24
1466,70000991,Hua-San,Terrapuerto Trujillo,921a1i34kt,2018-5-12
1467,70001154,Caj-Hua,Oficina Bolivar,an711w72e1,2018-1-1
1468,70000909,Tac-Lor,Oficina Juan Pablo,f81ss5fh02,2018-11-7
1469,70001961,Caj-Ama,Chimbote,fk190n1fhn,2018-1-21
1470,70000436,Jun-Tum,Chimbote,o2s78sav5u,2018-6-4
1471,70000970,Lam-Mad,Chimbote,el802l4e8r,2018-5-1
1472,70001139,Ica-Hua,Máncora,688907nr8c,2018-5-20
1473,70001809,Lam-Anc,Lima,tt5831203q,2018-4-1
1474,70000924,Anc-Cus,Oficina Juan Pablo,ka6la0qm2s,2018-6-16
1475,70001034,Are-Caj,Los Organos,5857xnnndq,2018-2-9
1476,70000065,Aya-Hua,Tumbes,94d6q30p39,2018-4-26
1477,70000593,Mad-Caj,Lima,s5n179w78v,2018-12-12
1478,70001131,Caj-Tum,Lima,57838q07w8,2018-8-21
1479,70001828,Tac-Lam,Paita Terminal,rl68wqc772,2018-6-27
1480,70001802,Uca-Are,Oficina Bolivar,468qw1vx09,2018-7-22
1481,70000313,Tum-Ica,Piura Terminal,74dkmqp92p,2018-10-24
1482,70000598,Ica-Piu,Chimbote,7g717r3suw,2018-3-17
1483,70000693,Ica-Piu,Los Organos,v7m09t769l,2018-10-5
1484,70000215,Lam-Uca,Los Organos,7r63c4vx46,2018-2-18
1485,70001651,Pas-Lor,Chimbote,l6s2o233he,2018-1-8
1486,70000156,Lor-San,Oficina Juan Pablo,p9wqleqe3j,2018-3-17
1487,70001156,Piu-Hua,Oficina Bolivar,i8j032h9kt,2018-8-9
1488,70000454,Mad-San,Tumbes,7dudc1mrak,2018-8-28
1489,70000539,Uca-Jun,Piura Terminal,ug1499s380,2018-3-3
1490,70000667,Mad-Caj,Los Organos,44xtr4osja,2018-9-26
1491,70001824,Moq-Hua,Paita,2n4339hb7q,2018-10-5
1492,70000368,Pun-Pas,Máncora,sqos0nd74o,2018-3-21
1493,70001851,Caj-Pas,Chiclayo,x2bl708c07,2018-8-21
1494,70001339,Cus-Lam,Oficina Juan Pablo,q9c8407g63,2018-10-1
1495,70000830,Uca-Moq,Los Organos,xv384q1px3,2018-2-7
1496,70000668,Caj-Pun,Oficina Bolivar,48o0d0kkq3,2018-5-9
1497,70000031,Pas-La ,Plaza Norte,ovh5fp5vlw,2018-8-4
1498,70000049,Cal-Pun,Talara,6530t632k1,2018-3-8
1499,70001694,Tum-Caj,Sullana,7geje1710t,2018-11-12
1500,70001364,Lam-Caj,Oficina Juan Pablo,19t0to4g68,2018-1-9
1501,70001833,Aya-Hua,Plaza Norte,dr3k6es98x,2018-8-7
1502,70000772,Caj-Apu,Chimbote,rcl4c2nrm3,2018-4-6
1503,70001032,Pun-Moq,Máncora,x684srms53,2018-3-11
1504,70001572,Mad-Hua,Paita,7l71ox93wb,2018-9-27
1505,70001217,Lim-Lor,Oficina Bolivar,597xd960sq,2018-12-9
1506,70000197,Cal-Piu,Tumbes,sw496npf9v,2018-9-17
1507,70000264,Lor-Mad,Tumbes,7pxbh2ao74,2018-6-15
1508,70000924,Moq-Cus,Plaza Norte,55w7f9l4n2,2018-11-13
1509,70000318,Ica-Piu,Oficina Juan Pablo,k5i1upr6d4,2018-1-25
1510,70001068,Piu-Mad,Plaza Norte,q42bwui518,2018-6-24
1511,70000400,Piu-Ica,Paita Terminal,6gqw2910er,2018-2-16
1512,70001705,Hua-Piu,Sullana,p9wqleqe3j,2018-1-17
1513,70000866,Aya-San,Sullana,qi18cssk07,2018-2-13
1514,70000692,Jun-San,Paita,b7tl1d385s,2018-10-23
1515,70001420,Jun-Hua,Terrapuerto Trujillo,6gqw2910er,2018-6-1
1516,70001684,Caj-Pas,Terrapuerto Trujillo,gle5x424la,2018-11-25
1517,70000775,Cal-Piu,Los Organos,j5w366l0x5,2018-1-19
1518,70001667,Are-Pun,Máncora,n535r0emw0,2018-4-9
1519,70000665,Pas-Lor,Oficina Juan Pablo,8ivs2c3n91,2018-5-13
1520,70000861,Apu-Ama,Piura Terminal,6knuao812p,2018-7-20
1521,70000425,Caj-Cal,Terrapuerto Trujillo,ovh5fp5vlw,2018-11-8
1522,70001148,Aya-Cus,Talara,wlh4soo3qt,2018-2-16
1523,70001731,Tum-Caj,Sullana,r2vp1o1cvv,2018-3-15
1524,70000918,Tum-Cus,Chimbote,8m3r96b3o6,2018-8-19
1525,70000509,Lor-San,Oficina Juan Pablo,sb60k5jb37,2018-10-22
1526,70001086,Pas-Jun,Plaza Norte,lvld9x4v9j,2018-11-3
1527,70001613,Lor-Hua,Lima,11a355xa19,2018-4-10
1528,70001972,Lam-Uca,Oficina Bolivar,ug1499s380,2018-6-5
1529,70000820,Anc-Piu,Talara,c07nems566,2018-10-7
1530,70000797,Apu-Are,Paita,63qbrma3o0,2018-7-13
1531,70001878,Mad-Cal,Chimbote,sqos0nd74o,2018-7-5
1532,70000956,Mad-Ama,Oficina Bolivar,9bx8refhg1,2018-5-6
1533,70000586,Cal-Ama,Plaza Norte,4i30mepk1r,2018-8-27
1534,70001468,Mad-Lim,Talara,8vf32f2238,2018-7-24
1535,70001318,La -Lim,Paita,ba272drcm3,2018-4-25
1536,70000909,Anc-Cus,Paita Terminal,p0m396nlxh,2018-4-28
1537,70000471,Lam-Uca,Oficina Bolivar,si5o217v21,2018-6-4
1538,70000359,Ica-Hua,Oficina Bolivar,ejc298g24e,2018-5-12
1539,70000293,Apu-Caj,Lima,057a699jw2,2018-1-21
1540,70000031,Cus-Lim,Piura Terminal,36352o9n4k,2018-9-24
1541,70001886,Hua-Piu,Terrapuerto Trujillo,14ueq50pi0,2018-10-1
1542,70000497,Ica-Pas,Oficina Bolivar,92ep3751h8,2018-3-2
1543,70001536,Piu-Mad,Piura Terminal,ul52w57p4j,2018-10-25
1544,70000335,Caj-Lim,Tumbes,5a9n657gj1,2018-11-6
1545,70000214,Pas-San,Lima,797529i6xm,2018-3-26
1546,70000072,Hua-Are,Chimbote,ddgs15wsu1,2018-4-21
1547,70000921,Ama-Uca,Sullana,9bx8refhg1,2018-6-9
1548,70000086,La -San,Oficina Bolivar,tgj92416qa,2018-2-27
1549,70000075,Tum-La ,Chimbote,4i30mepk1r,2018-10-4
1550,70000001,Ama-Moq,Máncora,ka6la0qm2s,2018-6-11
1551,70001335,Caj-Hua,Terrapuerto Trujillo,u1l5ttn9j2,2018-3-3
1552,70001650,La -Tum,Oficina Bolivar,6nw4m85nut,2018-9-24
1553,70001560,Uca-Moq,Talara,6bw12d938l,2018-2-18
1554,70000244,Pun-San,Chimbote,g2ta7ebu06,2018-1-20
1555,70001212,Cus-Piu,Máncora,4116662623,2018-4-4
1556,70001154,Hua-Ica,Talara,m5280i837h,2018-1-20
1557,70000295,Are-Caj,Los Organos,w5894qpfx3,2018-8-20
1558,70001821,Pas-Are,Chimbote,ceac62wxd1,2018-5-28
1559,70000027,Hua-Cus,Oficina Juan Pablo,q7ck3954t6,2018-10-28
1560,70001632,Caj-Cal,Chimbote,ghvt75unt5,2018-6-25
1561,70001146,Tum-Ama,Oficina Juan Pablo,hj4fwtgbd6,2018-6-20
1562,70001070,Aya-Cus,Oficina Bolivar,ddgs15wsu1,2018-8-2
1563,70001441,Ica-Hua,Chimbote,55e2li874t,2018-3-1
1564,70001906,Aya-Are,Lima,mta9u40982,2018-8-19
1565,70001260,Pas-San,Oficina Bolivar,2bgv82r5g0,2018-2-6
1566,70000500,Aya-Ica,Paita Terminal,7443p619r3,2018-7-20
1567,70000902,Are-La ,Paita Terminal,k3n33u5068,2018-11-24
1568,70001269,Lim-Hua,Sullana,3i74d5114x,2018-7-27
1569,70001677,Apu-Anc,Oficina Juan Pablo,5ok0bgfv9w,2018-10-4
1570,70001357,Tum-Ica,Plaza Norte,g0d31m2ud3,2018-7-20
1571,70001858,Pun-San,Tumbes,n6x9i2j9l6,2018-6-26
1572,70001475,Ama-Apu,Terrapuerto Trujillo,rft81mm44g,2018-4-26
1573,70001954,Mad-San,Paita Terminal,g0d31m2ud3,2018-10-4
1574,70001759,Are-Lam,Sullana,vuq3n4j029,2018-6-10
1575,70001498,Tum-La ,Oficina Juan Pablo,d8o39xg36k,2018-12-17
1576,70001344,Lor-San,Terrapuerto Trujillo,xv384q1px3,2018-11-5
1577,70001620,Uca-Apu,Los Organos,9f0i6kll94,2018-1-4
1578,70001372,San-Tac,Piura Terminal,d8o39xg36k,2018-8-10
1579,70001583,Pun-Lor,Talara,065g159lex,2018-3-11
1580,70000056,Are-Pas,Plaza Norte,n3crejr6j3,2018-10-9
1581,70000275,Lam-Ica,Talara,1pqx6nf9dc,2018-5-5
1582,70000506,Lor-Ica,Lima,45t39son1x,2018-5-6
1583,70001518,Anc-Moq,Plaza Norte,7o98u20vf5,2018-5-7
1584,70001343,San-Tac,Tumbes,u84i081820,2018-12-21
1585,70001886,Pun-Moq,Piura Terminal,wqp5jf976a,2018-10-23
1586,70001262,Caj-Pas,Lima,flx75ss8e9,2018-3-5
1587,70001196,Cal-Ama,Máncora,ba272drcm3,2018-4-26
1588,70001718,La -Tum,Sullana,a73bk7i532,2018-12-23
1589,70001084,Piu-Cus,Paita Terminal,nla24wg4or,2018-4-14
1590,70000953,La -Lim,Paita Terminal,9n93as50dk,2018-12-22
1591,70001229,Hua-Tum,Chiclayo,u1ukxt90j5,2018-11-21
1592,70000581,Hua-Jun,Lima,hj4fwtgbd6,2018-1-10
1593,70000604,Caj-Moq,Talara,wcqp00l7ju,2018-9-11
1594,70001620,Tac-Lam,Oficina Bolivar,88r9dt4623,2018-11-17
1595,70001891,Ica-Hua,Chiclayo,331l266kah,2018-7-13
1596,70000292,Moq-Cus,Chiclayo,ceac62wxd1,2018-9-2
1597,70000255,Ama-Tac,Los Organos,6493d0v79c,2018-9-17
1598,70000381,Lam-Caj,Máncora,3916w24jm3,2018-12-13
1599,70001470,Aya-Ica,Terrapuerto Trujillo,057a699jw2,2018-10-27
1600,70001351,Pas-Lor,Oficina Juan Pablo,ef54p83ua1,2018-12-13
1601,70000088,Are-Caj,Piura Terminal,hj4fwtgbd6,2018-3-8
1602,70001592,Lim-Hua,Paita Terminal,spwsuer7w3,2018-2-6
1603,70000800,La -San,Máncora,9ve8m5t4q5,2018-12-2
1604,70001780,Tac-Jun,Los Organos,s5n179w78v,2018-5-14
1605,70000695,Pas-Jun,Los Organos,6bw12d938l,2018-12-13
1606,70000693,Cus-La ,Piura Terminal,pbwbxdxc60,2018-11-26
1607,70001455,Lam-Mad,Paita,hj4fwtgbd6,2018-7-25
1608,70000308,Mad-Ama,Oficina Juan Pablo,h4kkduj353,2018-12-11
1609,70000231,Pas-San,Piura Terminal,hj4fwtgbd6,2018-12-12
1610,70001144,Caj-Moq,Chimbote,q7ck3954t6,2018-12-22
1611,70001801,Lam-Aya,Piura Terminal,28ns56f9nj,2018-1-12
1612,70001422,Tac-San,Terrapuerto Trujillo,icg3nl5ln5,2018-4-21
1613,70001093,Hua-Jun,Paita,6493d0v79c,2018-3-3
1614,70000538,Cus-La ,Oficina Bolivar,si5o217v21,2018-2-1
1615,70001740,Piu-Mad,Chiclayo,c07nems566,2018-4-19
1616,70001391,Pun-Caj,Oficina Bolivar,u42i942u62,2018-10-4
1617,70001746,Apu-Cal,Plaza Norte,21s5w4bqj4,2018-10-7
1618,70000196,Are-Pas,Oficina Bolivar,065g159lex,2018-11-12
1619,70001501,Lam-Aya,Chiclayo,f81ss5fh02,2018-10-15
1620,70000082,Pun-Are,Oficina Juan Pablo,53ej2tq7v3,2018-8-19
1621,70000736,Aya-Lim,Piura Terminal,f5hik8783w,2018-10-1
