Cod_capacitacion,DNI_ponente,Fecha
1068,92030163,2015-12-5
1069,98794572,2016-11-16
1070,38363162,2013-3-24
1071,03069250,2014-7-17
1072,41647780,2014-6-16
1073,78809838,2015-11-26
1074,16766513,2013-11-27
1075,77415141,2014-9-22
1076,72259727,2016-4-15
1077,60794619,2014-5-28
1078,61569969,2015-7-20
1079,01449160,2014-8-3
1080,32351174,2013-1-6
1081,15520433,2015-10-2
1082,32025444,2016-2-0
1083,59331497,2014-6-27
1084,43292332,2013-5-14
1085,37772084,2013-12-24
1086,74987905,2015-8-14
1087,24013136,2015-4-1
1088,19342086,2016-11-13
1089,02556152,2016-9-19
1090,78328072,2015-10-22
1091,16668541,2016-5-24
1092,12028787,2014-3-8
1093,66491193,2015-8-1
1094,57754640,2016-4-21
1095,12377044,2015-1-7
1096,50116187,2015-11-0
1097,12294020,2016-1-15
1098,91162691,2015-10-23
1099,00984347,2014-9-21
1100,95283893,2016-2-22
1101,76362497,2014-9-21
1102,70512669,2016-5-22
1103,21327558,2013-11-12
1104,30955103,2013-3-28
1105,92810981,2016-3-11
1106,75180126,2016-6-22
1107,17527328,2014-7-7
1108,30049849,2013-8-0
1109,17226782,2016-11-7
1110,77714717,2015-3-3
1111,63196406,2013-4-19
1112,84684688,2015-4-19
1113,71254112,2014-2-17
1114,68828415,2015-1-19
1115,09011372,2015-8-3
1116,10319116,2015-10-10
1117,41059496,2013-9-25
1118,37047810,2016-6-12
1119,99220100,2014-4-23
1120,12614107,2015-10-26
1121,46379614,2015-3-21
1122,69022862,2015-9-8
1123,13599158,2016-4-19
1124,47850843,2014-11-14
1125,92098617,2016-6-19
1126,80031702,2015-2-12
1127,54372339,2013-7-11
1128,93775702,2016-3-1
1129,35720428,2013-3-5
1130,60543439,2015-5-18
1131,19727837,2013-11-16
1132,65728747,2013-8-16
1133,14504492,2013-6-19
1134,15990290,2015-4-15
1135,05555322,2014-10-1
1136,94811515,2016-1-20
1137,71585908,2015-3-27
1138,23680288,2015-6-28
1139,16311925,2016-10-26
1140,65091267,2014-2-16
1141,40089148,2016-10-27
1142,68985888,2013-4-12
1143,56616798,2013-11-3
1144,58766940,2016-11-28
1145,85078383,2013-3-20
1146,18940042,2016-9-15
1147,24982325,2014-9-8
1148,84077070,2015-11-3
1149,17200187,2016-9-22
1150,97024810,2016-12-13
1151,95190770,2014-10-27
1152,75660496,2016-11-3
1153,77587750,2013-9-2
1154,44659284,2013-4-1
1155,08431279,2016-11-1
1156,77903653,2013-1-19
1157,83556998,2013-6-21
1158,33184252,2013-9-21
1159,89832758,2014-3-21
1160,81892574,2014-9-27
1161,81140937,2013-7-19
1162,36824371,2014-5-22
1163,86581870,2015-2-17
1164,44596113,2014-6-27
1165,27555782,2015-3-19
1166,54207655,2015-2-9
1167,39592236,2013-10-1
1168,51146872,2014-10-20
1169,08071489,2013-1-2
1170,03362863,2013-12-21
1171,02537659,2013-6-28
1172,94581214,2015-6-24
1173,16029566,2016-7-2
1174,84688205,2016-10-2
1175,19716911,2016-4-11
1176,30900952,2013-12-26
1177,77075144,2016-4-14
1178,35930016,2015-1-10
1179,52622863,2014-9-22
1180,95072701,2014-10-17
1181,31410139,2016-10-14
1182,88644823,2016-6-12
1183,52202382,2013-11-13
1184,45579167,2014-5-5
1185,29054819,2013-4-19
1186,07207517,2016-11-9
1187,57750831,2016-7-12
1188,74801894,2016-9-25
1189,58663184,2014-1-22
1190,13380861,2014-4-5
1191,41676878,2014-2-11
1192,54263486,2014-4-7
1193,21532837,2015-8-26
1194,66874904,2015-10-9
1195,67812330,2013-12-18
1196,75270471,2016-12-18
1197,99488245,2016-8-5
1198,00957064,2015-12-25
1199,43100180,2013-1-27
1200,03010712,2016-11-21
1201,10458937,2014-8-5
1202,01139588,2014-10-24
1203,51842952,2013-7-9
1204,90236114,2014-11-21
1205,10451322,2014-10-26
1206,49344006,2013-9-6
1207,06421622,2013-2-19
1208,30049849,2016-11-6
1209,89104172,2015-9-14
1210,74857087,2015-10-15
1211,94210295,2016-1-11
1212,53573735,2016-11-27
1213,77325677,2016-7-23
1214,85373994,2015-8-17
1215,87719315,2013-4-5
1216,96707570,2015-9-7
1217,05584574,2013-6-9
1218,92277828,2015-8-6
1219,57375168,2016-4-7
1220,86680733,2014-11-3
1221,48540337,2013-12-21
1222,73052587,2015-5-1
1223,33184471,2016-8-2
1224,86537047,2016-4-11
1225,31758137,2014-5-4
1226,76965943,2016-12-25
1227,16064320,2015-3-5
1228,37802962,2013-5-16
1229,87408970,2016-3-26
1230,27827644,2015-4-19
1231,45482141,2015-11-19
1232,16027513,2015-6-21
1233,89359843,2014-3-15
1234,32231513,2014-8-14
1235,01845630,2015-10-0
1236,16346226,2015-6-14
1237,76081816,2013-10-14
1238,35755167,2013-12-10
1239,40661009,2014-5-11
1240,38375023,2014-9-1
1241,10421508,2015-2-4
1242,29019297,2013-8-5
1243,54338596,2014-11-9
1244,31848466,2016-1-27
1245,34135657,2014-4-14
1246,15800129,2015-7-18
1247,58482517,2015-5-2
1248,71148264,2013-3-16
1249,68129972,2016-10-14
1250,49913562,2014-11-13
1251,70087560,2013-4-21
1252,89791523,2016-10-27
1253,10220110,2014-2-15
1254,31159821,2016-12-2
1255,77832430,2016-8-10
1256,17802209,2014-4-2
1257,19154193,2014-9-15
1258,46275147,2015-2-20
1259,00141899,2013-10-5
1260,31990745,2015-5-0
1261,54319544,2014-3-24
1262,34920904,2014-3-21
1263,72657139,2014-1-15
1264,54535947,2013-6-14
1265,42697885,2014-3-11
1266,09562783,2016-12-21
1267,04871871,2013-3-0
1268,30441364,2016-12-8
1269,30362351,2015-6-12
1270,76792056,2016-1-7
1271,73641030,2014-4-24
1272,77100446,2013-11-3
1273,17537058,2013-2-4
1274,13787513,2013-2-24
1275,50654410,2013-12-27
1276,38543191,2015-5-5
1277,58496310,2014-2-17
1278,25119274,2014-9-2
1279,71536658,2016-6-27
1280,37057095,2016-2-27
1281,12886339,2015-3-13
1282,35037172,2016-7-8
1283,73441430,2014-6-24
1284,76905322,2014-11-2
1285,84913831,2016-5-14
1286,17332720,2013-3-4
1287,85642222,2016-11-13
1288,36559048,2013-6-1
1289,43187821,2016-10-14
1290,84158062,2013-8-14
1291,94182509,2013-6-9
1292,04189827,2016-7-2
1293,13988059,2015-6-12
1294,24771955,2016-10-14
1295,27962222,2013-8-23
1296,86077109,2013-9-26
1297,42583048,2014-4-11
1298,62363956,2016-6-13
1299,04889268,2015-1-13
1300,65151975,2015-11-25
1301,66573283,2016-7-11
1302,11989854,2016-12-24
1303,61153413,2015-11-6
1304,39990710,2015-3-8
1305,80556998,2014-2-10
1306,35730497,2016-9-28
1307,44386302,2014-6-26
1308,61115071,2013-7-3
1309,22063488,2013-5-25
1310,84531771,2016-12-8
1311,52909022,2014-4-10
1312,92911312,2014-3-1
1313,57556313,2013-2-7
1314,96438449,2015-4-20
1315,46708201,2013-8-13
1316,79542884,2015-8-0
1317,81002560,2016-7-19
1318,51395614,2014-3-11
1319,17717939,2014-5-1
1320,53088553,2016-7-19
1321,58166088,2013-8-10
1322,21651902,2015-11-11
1323,92558598,2015-4-20
1324,61207242,2015-8-21
1325,97591496,2014-10-1
1326,97590184,2016-10-10
1327,97549110,2015-8-10
1328,64811159,2015-7-22
1329,95945588,2015-7-8
1330,30456447,2013-6-4
1331,71563956,2013-8-18
1332,35419846,2015-10-2
1333,38254665,2015-3-9
1334,52909022,2016-4-3
1335,12393529,2016-12-22
1336,07640929,2014-11-4
1337,01192612,2013-8-2
1338,74694530,2013-12-6
1339,73295849,2015-11-11
1340,35669649,2016-9-17
1341,16027513,2015-12-16
1342,05567809,2016-8-17
1343,45906290,2015-7-24
1344,93506813,2013-3-9
1345,70575463,2014-4-7
1346,27184629,2015-6-26
1347,70147015,2016-6-4
1348,29483150,2014-8-14
1349,74176379,2015-6-7
1350,05529401,2013-10-27
1351,62492314,2016-11-21
1352,56965773,2013-2-1
1353,54428514,2013-8-26
1354,45906290,2013-1-22
1355,41988166,2014-2-23
1356,90766363,2013-7-1
1357,51071687,2016-5-0
1358,54982151,2015-1-14
1359,63090787,2015-5-16
1360,76323575,2014-11-11
1361,92514404,2014-4-22
1362,78441773,2016-4-9
1363,70120911,2014-9-7
1364,27990989,2015-2-17
1365,29651850,2014-10-27
1366,69385469,2014-1-13
1367,09639799,2014-7-9
1368,95904932,2014-8-27
1369,26021768,2015-1-5
1370,43097846,2016-11-23
1371,10651512,2016-12-0
1372,43446314,2013-11-10
1373,46724974,2016-2-17
1374,66941080,2015-3-27
1375,44854122,2014-11-18
1376,76650618,2014-10-20
1377,92589552,2014-6-2
1378,82353363,2016-10-19
1379,58285457,2014-4-1
1380,69752382,2015-8-17
1381,00474137,2014-2-19
1382,78233341,2016-11-25
1383,02444522,2013-12-15
1384,73068060,2014-12-0
1385,61278968,2013-7-1
1386,91820073,2016-10-23
1387,27811098,2013-3-21
1388,96638837,2014-6-7
1389,72420543,2015-7-3
1390,30351936,2013-8-26
1391,29068316,2016-2-9
1392,54124585,2013-1-16
1393,67702058,2015-3-25
1394,61179282,2016-10-17
1395,22537957,2016-5-19
1396,47804972,2014-7-12
1397,47261708,2013-10-17
1398,29742301,2013-9-6
1399,92558671,2014-4-28
1400,80298051,2016-11-15
1401,28104613,2013-10-8
1402,76434050,2015-1-19
1403,24887930,2013-1-11
1404,49321511,2015-3-18
1405,02526840,2016-9-10
1406,70993783,2013-12-9
1407,69426679,2015-12-18
1408,09061319,2014-6-26
1409,36126671,2015-9-7
1410,48637068,2014-11-4
1411,32396829,2016-6-17
1412,06820586,2013-2-16
1413,48395481,2014-7-16
1414,90790790,2014-4-25
1415,81288093,2015-12-26
1416,71271314,2013-3-5
1417,97793392,2016-1-24
1418,35080894,2015-10-16
1419,47296937,2016-6-19
1420,11483877,2015-4-2
1421,18160302,2014-3-14
1422,43948056,2014-11-27
1423,56557409,2014-12-0
1424,31068928,2014-3-24
1425,54461561,2015-4-15
1426,76468993,2014-7-24
1427,07974804,2016-2-16
1428,88829721,2013-10-21
1429,64617494,2016-8-3
1430,73494798,2014-12-22
1431,80846618,2015-2-13
1432,06593636,2016-2-26
1433,35109153,2014-5-28
1434,75043474,2015-5-1
1435,63053381,2014-2-0
1436,01078103,2015-5-0
1437,71752338,2013-12-20
1438,74156299,2015-11-21
1439,64043228,2016-10-10
1440,51500978,2016-4-12
1441,91675719,2013-7-25
1442,07930121,2015-1-24
1443,79594860,2014-8-14
1444,04671801,2016-12-0
1445,68199162,2015-9-20
1446,64889722,2015-2-2
1447,75910259,2016-8-18
1448,58454613,2016-2-10
1449,83025407,2016-5-19
1450,80587572,2013-2-21
1451,82353363,2013-3-2
1452,41469629,2014-3-22
1453,20042305,2015-5-2
1454,42167777,2015-12-21
1455,71387680,2015-3-12
1456,26661110,2016-2-20
1457,30028383,2014-7-13
1458,07834572,2016-11-13
1459,16676035,2013-7-5
1460,98377266,2013-8-7
1461,41720365,2013-8-8
1462,92779430,2015-9-18
1463,00040335,2015-3-26
1464,85768532,2016-7-27
1465,52922634,2013-9-10
1466,76738287,2015-4-4
1467,91670692,2014-1-13
1468,88755469,2016-4-22
1469,69864851,2015-4-1
1470,27891279,2016-1-2
1471,31905176,2015-3-0
1472,94953102,2014-6-14
1473,95452789,2014-3-14
1474,60415577,2014-10-27
1475,82432486,2014-1-8
1476,95051497,2016-6-27
1477,34753067,2013-7-17
1478,02725237,2015-7-15
1479,33319666,2013-11-19
1480,44114389,2013-1-10
1481,09082394,2015-5-5
1482,39068348,2015-7-20
1483,97647945,2016-5-4
1484,44187681,2014-10-6
1485,97268028,2016-2-25
1486,31794505,2016-11-22
1487,11820659,2013-10-27
1488,21748511,2014-1-18
1489,98495627,2014-12-2
1490,60496458,2014-11-8
1491,53407419,2015-8-8
1492,75363573,2013-8-7
1493,61153413,2013-8-9
1494,40631811,2014-4-1
1495,37134400,2013-6-15
1496,02944672,2015-1-17
1497,83763863,2016-9-0
1498,30005937,2015-1-7
1499,33918491,2016-5-9
1500,30937009,2016-8-8
1501,75256052,2015-8-5
1502,12250335,2015-5-1
1503,82376353,2014-1-23
1504,47317070,2014-8-16
1505,97798026,2016-5-14
1506,50296007,2014-4-24
1507,07862487,2016-5-4
1508,03288352,2016-3-4
1509,75330417,2014-12-10
1510,78897242,2016-12-27
1511,42620155,2013-9-25
1512,72909653,2013-7-17
1513,89419390,2016-4-16
1514,77190230,2015-1-4
1515,83886775,2013-9-28
1516,13545885,2016-8-3
1517,46381106,2015-7-13
1518,21493415,2015-6-10
1519,12485855,2015-11-22
1520,41897071,2013-1-24
1521,56777328,2016-8-5
1522,37556720,2016-1-16
1523,59883330,2013-4-10
1524,42863854,2016-1-14
1525,05355890,2016-5-8
1526,92307229,2014-6-25
1527,01651667,2016-7-23
1528,15520433,2015-4-18
1529,31587268,2015-11-11
1530,72762988,2015-11-8
1531,09123622,2015-2-22
1532,02234721,2014-3-8
1533,48279400,2015-10-10
1534,34562318,2015-9-1
1535,48293144,2015-6-3
1536,59173805,2013-1-26
1537,53998004,2015-11-15
1538,16751532,2014-6-11
1539,42549128,2015-7-22
1540,06217144,2014-7-5
1541,68060307,2013-2-13
1542,25327055,2015-4-0
1543,07776815,2013-6-6
1544,78733800,2014-5-0
1545,58391682,2016-10-6
1546,61840101,2015-9-0
1547,28728306,2016-4-20
1548,62910501,2014-1-11
1549,30623725,2014-12-4
1550,69669737,2015-1-0
1551,32805143,2014-2-26
1552,21053126,2015-9-9
1553,36993549,2014-11-22
1554,34579458,2015-1-17
1555,05062408,2016-9-12
1556,57807689,2013-2-11
1557,19356526,2013-11-27
1558,33597580,2015-10-10
1559,77002702,2016-11-25
1560,72625034,2015-11-18
1561,67334654,2013-4-25
1562,79488682,2016-1-25
1563,45497772,2013-11-9
1564,97139730,2016-5-8
1565,96641772,2015-5-28
1566,22862215,2015-10-11
1567,50382606,2016-1-14
1568,00280309,2016-1-9
1569,08875511,2016-5-4
1570,52007641,2013-12-10
1571,10642864,2014-11-21
1572,81060846,2016-9-11
1573,75255963,2014-9-16
1574,01139588,2014-6-19
1575,16996626,2015-7-23
1576,73993679,2015-6-26
1577,69943159,2014-12-20
1578,52265185,2015-8-3
1579,57397309,2014-12-13
1580,70528148,2013-11-14
1581,39739869,2015-9-20
1582,49750451,2014-1-6
1583,99904108,2015-9-26
1584,71019190,2014-10-2
1585,89061293,2013-1-23
1586,89578220,2016-7-28
1587,01329480,2015-5-27
1588,67859502,2015-8-5
1589,75390261,2016-8-12
1590,35913122,2016-11-4
1591,88906549,2015-1-22
1592,42863854,2014-11-20
1593,57304341,2015-12-16
1594,24099716,2014-5-22
1595,68199162,2013-3-7
1596,91517256,2014-5-6
1597,98610298,2016-10-7
1598,26911834,2016-2-15
1599,49560928,2014-9-17
1600,94485755,2015-4-25
1601,21478473,2015-1-28
1602,51431729,2013-12-17
1603,51739703,2014-10-5
1604,06805198,2014-3-24
1605,75392209,2016-5-4
1606,32108057,2014-4-4
1607,78746127,2016-2-21
1608,37144375,2014-7-4
1609,00070895,2015-9-20
1610,38554295,2016-8-14
1611,27623646,2013-12-18
1612,94362906,2014-8-16
1613,32619904,2016-7-12
1614,77594800,2014-9-0
1615,97854051,2015-11-24
1616,67186372,2013-10-7
1617,72384984,2014-11-19
1618,36600537,2014-7-26
1619,72471489,2014-9-25
1620,87069672,2016-10-0
1621,99818481,2016-5-15
1622,64381315,2013-12-25
1623,92698564,2014-8-12
1624,24759029,2013-9-6
1625,52724760,2015-4-28
1626,49942425,2014-2-18
1627,07843517,2014-3-27
1628,75662768,2016-6-28
1629,14026458,2014-11-4
1630,35973943,2015-12-28
1631,19744990,2015-3-3
1632,43944959,2015-7-25
1633,70232098,2014-1-14
1634,61278968,2014-4-23
1635,90785573,2014-11-19
1636,11810374,2013-3-24
1637,39087885,2014-3-8
1638,46034802,2014-9-28
1639,42717468,2015-1-7
1640,44569362,2015-9-26
1641,97771972,2013-12-4
1642,55796946,2015-8-21
1643,87513870,2015-1-15
1644,04071767,2015-1-17
1645,03521554,2015-4-12
1646,92203634,2016-6-21
1647,29138006,2014-12-0
1648,67151900,2016-10-26
1649,18284035,2013-3-17
1650,08317506,2014-6-21
1651,55568087,2014-11-28
1652,19673944,2015-6-10
1653,72097996,2013-10-10
1654,27343053,2015-2-9
1655,51423601,2013-2-0
1656,42174624,2015-3-10
1657,03522265,2013-11-17
1658,34570424,2016-6-1
1659,94011745,2016-8-27
1660,07379849,2013-12-21
1661,33278083,2013-5-0
1662,96900626,2014-12-8
1663,80167399,2013-6-15
1664,94115276,2013-7-16
1665,20465892,2014-5-20
1666,92227279,2014-5-12
1667,67859699,2016-2-22
1668,98705396,2013-1-14
1669,31841736,2013-7-7
1670,13416782,2014-11-26
1671,26170566,2016-1-6
1672,50437699,2015-12-22
1673,49725201,2016-11-7
1674,05750340,2015-10-25
1675,96434851,2015-1-11
1676,61969454,2013-8-10
1677,29990925,2014-11-6
1678,10380737,2013-11-10
1679,95815774,2015-3-4
1680,58894128,2014-12-17
1681,65658757,2014-5-22
1682,78001880,2014-3-24
1683,85081450,2015-11-26
1684,73615325,2014-12-27
1685,92499007,2014-10-7
1686,19293146,2016-2-12
1687,40633298,2016-1-25
1688,51377882,2016-11-10
1689,15754481,2015-7-26
1690,35762054,2014-11-22
1691,19927703,2013-12-6
1692,72866129,2015-6-22
1693,91146802,2015-3-18
1694,70896825,2016-7-15
1695,41117179,2015-2-12
1696,50444523,2016-10-3
1697,70087309,2016-11-11
1698,85945860,2013-7-28
1699,62994488,2014-3-10
1700,74242276,2016-11-22
1701,56247026,2013-2-15
1702,46196984,2013-4-21
1703,10554393,2013-6-23
1704,37655088,2015-11-6
1705,99978817,2013-3-22
1706,64142515,2013-11-26
1707,91271355,2013-12-24
1708,41643116,2015-3-5
1709,14459460,2016-9-20
1710,61631418,2016-9-13
1711,97940953,2014-7-18
1712,60800061,2013-10-18
1713,99965457,2016-9-26
1714,84422080,2016-4-10
1715,08434989,2015-1-18
1716,91146802,2015-5-2
1717,26744261,2013-10-7
1718,85673205,2014-12-17
1719,14780997,2014-9-6
1720,40228575,2014-5-8
1721,14189214,2014-4-0
1722,44890960,2015-8-14
1723,43811022,2016-11-11
1724,39752260,2015-9-18
1725,55946445,2014-8-22
1726,08284386,2015-4-2
1727,34109943,2016-4-21
1728,50540932,2016-7-10
1729,60614225,2014-3-3
1730,25328265,2014-5-21
1731,29591802,2015-5-24
1732,52866919,2013-1-12
1733,84851316,2016-12-3
1734,55373557,2015-9-1
1735,12232800,2016-11-21
1736,07430569,2013-8-12
1737,44114389,2014-12-20
1738,10561431,2016-8-5
1739,37013386,2013-2-18
1740,19370975,2014-8-4
1741,13830147,2015-6-12
1742,95181247,2014-9-25
1743,29227734,2015-11-0
1744,36131702,2014-11-7
1745,46582787,2014-8-4
1746,06336548,2015-6-15
1747,70275294,2015-7-8
1748,42376541,2014-6-11
1749,96601846,2015-11-18
1750,64579451,2015-9-21
1751,39163287,2015-8-13
1752,57762994,2014-6-1
1753,74362378,2013-10-21
1754,48280967,2015-4-12
1755,79274453,2014-1-10
1756,52007641,2014-1-13
1757,38472566,2016-1-16
1758,82627532,2013-1-27
1759,71944850,2013-5-14
1760,82910755,2015-6-23
1761,33434964,2015-5-28
1762,37276725,2016-12-4
1763,16229045,2016-3-1
1764,87423762,2016-8-19
1765,37451787,2016-2-25
1766,23617773,2014-2-24
1767,42954218,2015-5-7
1768,50540932,2015-8-0
1769,25211918,2013-1-16
1770,20877631,2016-8-12
1771,31969090,2015-3-24
1772,92098617,2015-9-14
1773,80192696,2014-3-13
1774,70884620,2013-12-7
1775,97071802,2016-12-27
1776,04591638,2016-1-3
1777,64732031,2013-8-11
1778,54342015,2016-3-12
1779,66491193,2014-6-8
1780,49347616,2015-2-16
1781,63362780,2016-2-13
1782,56894488,2013-12-21
1783,46066014,2015-4-28
1784,57243518,2013-4-15
1785,53904708,2016-8-13
1786,35912986,2014-11-20
1787,46827855,2016-6-1
1788,15539900,2015-3-12
1789,18945020,2016-12-27
1790,93893881,2015-3-21
1791,88878607,2015-2-27
1792,05454291,2014-8-9
1793,44814707,2015-3-11
1794,50210785,2013-6-28
1795,91965001,2015-8-28
1796,19322969,2014-7-24
1797,36712831,2015-11-24
1798,01020801,2014-10-14
1799,70404180,2015-9-8
1800,74817026,2016-8-8
1801,19696857,2015-2-16
1802,68068776,2015-3-11
1803,69022862,2015-5-1
1804,77114097,2015-7-15
1805,60280405,2013-6-26
1806,83734463,2015-11-12
1807,83894678,2015-6-13
1808,67985763,2014-9-26
1809,24103704,2014-4-9
1810,40429399,2014-5-0
1811,27294749,2013-6-8
1812,95945588,2016-8-18
1813,07197463,2014-9-16
1814,23211034,2015-10-9
1815,75532434,2016-10-1
1816,58871781,2014-10-9
1817,88431153,2013-5-22
1818,28966726,2013-8-24
1819,52701020,2013-1-9
1820,13069082,2016-7-15
1821,65427704,2015-4-23
1822,06835772,2014-5-18
1823,46522798,2014-5-19
1824,53109507,2014-12-10
1825,28164223,2016-8-18
1826,64872217,2015-8-6
1827,30075842,2016-12-27
1828,61447922,2014-9-5
1829,08485587,2016-4-18
1830,77952439,2013-10-16
1831,67684366,2014-5-16
1832,72250243,2016-6-14
1833,39014334,2013-3-11
1834,64706831,2014-12-1
1835,88829721,2016-12-13
1836,13791789,2016-8-4
1837,19698133,2016-1-25
1838,35126263,2014-12-20
1839,31689510,2013-5-2
1840,15643026,2014-2-15
1841,90763834,2016-10-26
1842,67674887,2014-7-13
1843,75035613,2014-10-17
1844,01403503,2014-9-3
1845,99327547,2013-7-4
1846,17480623,2014-12-8
1847,33593826,2013-11-23
1848,72244872,2016-4-19
1849,00359477,2014-9-7
1850,51756182,2016-1-14
1851,31046885,2015-11-20
1852,45292796,2016-5-20
1853,85254816,2015-7-26
1854,60793592,2014-3-24
1855,29457294,2014-3-8
1856,76734161,2014-11-15
1857,22327866,2016-3-16
1858,28511695,2015-11-13
1859,35913122,2014-4-12
1860,32418882,2016-3-2
1861,15591434,2013-10-27
1862,81901665,2016-3-18
1863,80975028,2013-11-4
1864,87267893,2014-9-28
1865,44890960,2015-9-3
1866,09324568,2016-5-20
1867,29312508,2013-5-19
1868,62149708,2016-12-26
1869,43423283,2013-7-17
1870,98737349,2013-2-8
1871,61049168,2016-6-21
1872,64073545,2014-6-10
1873,36434527,2015-7-24
1874,12729306,2016-2-15
1875,41214833,2014-6-6
1876,87037718,2013-12-4
1877,48864037,2014-2-11
1878,37841015,2015-6-11
1879,36628417,2016-12-3
1880,07223346,2013-12-17
1881,61793904,2014-1-25
1882,62514858,2014-1-10
1883,57964035,2014-11-7
1884,32295720,2014-12-27
1885,49215169,2013-1-23
1886,26885317,2014-3-6
1887,80704327,2014-8-10
1888,57304341,2015-6-23
1889,43727637,2014-8-10
1890,73264592,2013-9-2
1891,62772110,2015-12-10
1892,35086104,2015-3-21
1893,00894555,2015-8-13
1894,18292253,2014-8-13
1895,27599255,2015-10-2
1896,32542658,2015-4-5
1897,30802617,2016-6-25
1898,71643098,2014-11-27
1899,77351126,2014-1-11
1900,69325986,2015-6-5
1901,81760424,2013-2-9
1902,00381582,2013-2-9
1903,38349500,2016-8-27
1904,65889121,2015-5-1
1905,49764576,2015-11-12
1906,43297283,2013-10-16
1907,08503787,2014-7-2
1908,70871202,2016-10-0
1909,37057095,2015-2-11
1910,25241799,2016-10-16
1911,50297590,2013-5-5
1912,40360870,2013-5-15
1913,51986358,2016-9-24
1914,24760067,2014-10-23
1915,57382517,2016-8-24
1916,47947627,2013-11-1
1917,04306297,2013-1-0
1918,66022676,2014-6-17
1919,21461119,2014-1-23
1920,06252011,2014-4-27
1921,41122829,2013-3-19
1922,16399619,2016-6-12
1923,65950510,2013-3-1
1924,72198324,2013-4-15
1925,40584328,2016-9-17
1926,97655762,2014-1-19
1927,42769157,2014-1-9
1928,21183175,2013-4-10
1929,68066407,2014-2-13
1930,48638248,2015-6-3
1931,63419348,2016-4-9
1932,14550826,2015-4-28
1933,39229401,2016-1-5
1934,31067557,2013-11-8
1935,34567500,2015-11-6
1936,56864804,2014-10-19
1937,77829632,2016-1-8
1938,61835052,2014-11-18
1939,24070338,2014-9-9
1940,13105285,2013-2-22
1941,97686489,2014-10-7
1942,64942747,2016-3-13
1943,83085673,2013-4-19
1944,75656129,2013-7-5
1945,31064368,2015-9-5
1946,09611253,2015-2-17
1947,42549128,2015-3-16
1948,61887474,2016-11-15
1949,30014965,2016-10-23
1950,66379287,2013-11-17
1951,39117336,2014-9-8
1952,27599255,2015-4-11
1953,44201581,2013-7-14
1954,38614644,2013-3-7
1955,33434964,2013-5-6
1956,34846251,2016-6-8
1957,05454291,2016-4-6
1958,06217144,2015-6-10
1959,15132227,2014-11-11
1960,88894362,2014-8-25
1961,29252521,2014-10-24
1962,35712942,2016-3-3
1963,29923099,2015-4-18
1964,39582491,2014-12-14
1965,28712412,2016-10-14
1966,50121616,2015-11-23
1967,75779640,2013-7-26
1968,39728844,2014-12-10
1969,25275456,2013-4-2
1970,02105809,2014-8-17
1971,78349618,2016-7-6
1972,69337556,2015-10-28
1973,46129845,2015-4-19
1974,67952137,2014-3-21
1975,09516668,2013-11-3
1976,40746143,2014-4-0
1977,48746602,2016-1-2
1978,52268829,2016-6-3
1979,15790560,2016-3-25
1980,29436014,2016-11-23
1981,16980505,2014-1-19
1982,94909556,2016-11-18
1983,94055773,2013-6-7
1984,21112833,2013-10-5
1985,69024696,2014-1-24
1986,17517373,2014-9-12
1987,83468175,2015-6-0
1988,79401514,2013-5-25
1989,83745967,2014-7-23
1990,31444925,2013-2-22
1991,76905322,2015-9-14
1992,20466314,2014-1-28
1993,41608618,2013-7-22
1994,01338286,2016-3-9
1995,84026116,2016-4-26
1996,38130580,2013-8-24
1997,31888323,2015-2-4
1998,73932232,2016-9-20
1999,36044433,2014-5-2
2000,21499611,2013-12-11
2001,26709825,2014-9-0
2002,14613474,2015-12-6
2003,72926611,2015-2-26
2004,82670980,2014-11-8
2005,32151623,2016-5-12
2006,97838152,2014-1-5
2007,68068776,2014-9-23
2008,27392007,2016-2-8
2009,73232123,2014-12-10
2010,47941636,2015-8-19
2011,89096109,2014-11-13
2012,45482141,2013-8-17
2013,31689510,2016-3-25
2014,98011003,2016-7-4
2015,67741904,2015-12-4
2016,89297964,2013-8-2
2017,24632326,2016-9-18
2018,96883541,2013-11-21
2019,39926607,2013-3-10
2020,24345467,2014-9-24
2021,96308440,2015-7-17
2022,71130988,2013-4-17
2023,55419491,2015-12-12
2024,08485587,2015-12-4
2025,67526475,2013-7-23
2026,85202140,2014-6-12
2027,09061319,2016-1-11
2028,35315962,2013-11-22
2029,87552913,2013-3-2
2030,94875885,2014-2-28
2031,29019297,2013-8-13
2032,68130279,2015-5-9
2033,35688535,2015-8-8
2034,12028787,2014-4-20
2035,51253786,2016-8-13
2036,10092928,2014-7-9
2037,86230727,2013-7-4
2038,18945020,2016-4-27
2039,05287750,2015-9-13
2040,59908818,2013-4-7
2041,08845656,2016-7-3
2042,13757682,2014-8-0
2043,44715712,2015-10-3
2044,64210317,2016-3-11
2045,32999141,2013-10-3
2046,39921969,2014-3-20
2047,16435401,2016-4-1
2048,65403226,2015-1-16
2049,99087725,2015-6-12
2050,99586803,2013-3-2
2051,18895929,2016-2-9
2052,17190321,2016-4-17
2053,60929305,2013-12-19
2054,91551904,2015-5-15
2055,41460381,2016-6-4
2056,15505673,2014-12-21
2057,30494478,2013-9-3
2058,31879065,2015-12-10
2059,93961407,2013-11-5
2060,25855398,2014-4-3
2061,04208821,2016-5-24
2062,31015288,2013-9-28
2063,38031011,2014-11-1
2064,67754972,2014-12-22
2065,19430469,2013-6-15
