DNI_ponente,Cod_capacitacion
06447971,1387
21447380,608
09282231,2096
41554701,14
14741262,2114
32171343,1416
86237302,592
44856138,2614
93720247,3444
39074632,1826
01536166,577
54210191,4227
97390168,1971
31255081,3095
56401468,4416
20263042,1224
81173962,1548
38835470,4784
82200266,4978
52724760,269
97729375,4480
93641924,4301
67358359,4424
70232098,639
73641030,3506
17679207,1105
10341986,2209
52885016,1002
13167660,4648
51574855,2040
19380912,3910
31354219,1219
65571198,2801
84814131,4104
24223281,3505
58221336,1224
33544850,115
29739812,4411
18469194,1498
60312084,112
30655471,3868
80569859,440
82532372,606
33184471,2962
89873381,3243
97943447,670
40882536,971
67702058,3964
55648697,4245
36794005,2903
06360897,1498
02929674,3441
55329816,2358
47057209,3857
54196108,606
87958706,212
07847956,2890
44580914,3256
64323812,4798
75255963,103
53167681,3924
41586839,1547
79151068,368
16027513,19
69928243,2636
44227861,68
67706079,3403
03273181,2099
74482740,2713
09319006,2321
20976770,2629
36161473,4146
14572635,890
96461766,1721
06512923,1324
60341805,1434
05547882,302
15800129,4200
01463525,1196
89069067,1636
70423348,3495
31422934,4318
96183269,2918
12886339,363
53573735,78
84520881,303
75656129,2921
85497080,932
39055879,908
29743664,3556
26724063,829
35908867,186
48954806,4323
68289763,3154
37944359,4958
68270809,3408
02593714,4199
86384416,3055
29508611,1848
83777392,4100
61710920,3806
25465287,987
26406826,1558
59759954,4595
18872966,924
68423423,1051
93559335,4493
75777124,4237
79513049,3328
94346124,3392
19286807,4886
14452327,3092
90785573,878
56170701,3906
74821937,918
61953822,1006
04904256,3763
57913019,508
02796600,1616
32032982,4139
00000812,4607
44813493,645
79914931,2780
19359228,4269
13552099,1331
69819107,747
86822126,813
93547030,3007
17739925,1338
55145375,4419
55122260,4920
40640508,1037
60192602,3770
53440652,356
73458851,3001
74530703,4278
76466251,1039
71271314,3062
26480099,2510
87476941,2632
28644263,2697
28511695,1411
77280502,3570
67017023,202
18052370,2683
70772607,1221
30088263,1398
51129065,2639
86077109,1507
07061412,1906
13830147,196
15990290,4822
19253042,2460
30126926,1406
06507644,2919
52516453,1516
00942021,3769
65950082,4127
99081743,49
89319029,1304
70735177,1655
34753067,1688
64795903,1135
20289147,3222
77838158,1380
11335975,4855
82153268,2665
14210235,4163
26271843,3913
60240105,2799
76591262,2312
20016301,3801
27028701,3594
83783776,4773
96927374,4962
52623531,4080
78388685,4954
03645717,1022
81336011,2800
37494989,1435
16362762,2077
94098746,2108
38658911,2320
11223963,1219
74099288,3193
13626702,4419
94306058,4686
84671956,2938
19448902,3853
13105285,980
69758880,1492
26897130,3136
49208570,2180
00216917,239
56130364,1107
39961826,513
19099689,4318
15883740,4278
70051166,245
32135376,4224
40021669,2219
00244550,1647
97830078,920
72906184,4242
20484986,1
33587654,1292
86076339,282
12156690,4292
58871781,1290
05062834,3795
67596796,1207
24784362,1933
20695820,3283
71009789,4867
95377259,3060
53591432,4671
00120262,1791
19744990,4889
78695350,2256
68592050,3836
07089498,705
53592619,104
93102802,3612
92469255,1154
63465936,3928
99118822,3652
17529321,610
95501497,4716
98016790,3149
47343821,126
18010886,28
73441430,4194
17679207,3819
66282035,883
45646672,919
64020153,4686
29115929,3904
36600537,316
93814160,538
27903028,3771
48044026,2771
61699373,2306
94227244,4362
73078840,4979
87601568,1607
88974891,1425
45313696,2606
12496691,2510
14953715,206
78349618,817
03281570,4006
06656003,2386
51266944,3589
70575463,2144
19308079,3743
23634483,1137
85808568,1002
64539219,4425
25264456,714
45325803,143
93994167,1723
29256061,463
35603835,1879
98227179,3979
70158611,252
16225195,4681
82162265,869
93292680,4933
22769562,1344
01431582,1819
65130786,4698
53539847,3841
33294176,1159
57540707,737
38203880,2002
26744261,366
77142482,1334
65406746,2959
25441701,2756
32959996,1651
09173814,3086
92087786,3619
79274453,4752
04627486,4765
06857134,3335
32320739,2535
90311371,2245
58159866,2789
56206623,995
05167347,279
47871490,2111
50819968,3075
33404393,4178
01880843,3010
62210239,676
50140728,1295
93481030,2346
01585085,421
04685822,1171
33389485,3194
36126671,4476
56006089,1595
29340419,4810
53395421,1478
74326027,615
49135368,1508
93829093,106
81892574,2523
85090254,1970
47352291,2571
87719315,195
47804972,2761
88755469,133
30049876,991
11104764,4721
86623764,3515
52811677,3970
37396038,2271
16635818,2199
39800116,2291
73454195,4563
27412552,1892
44252081,4734
80647703,1658
37047810,4948
28906991,703
55060178,800
76200599,388
61631418,2998
74381337,4942
53624651,1916
73693484,3269
46381106,1271
88856041,2372
66894468,3346
56675903,2636
72097996,4814
44799854,3930
72286947,3943
24292309,2605
44832872,2523
32322961,3091
51623216,3124
69269494,609
25527689,1211
84386650,1546
66022720,1712
81148457,1719
76785901,3060
23545560,4158
08922129,3754
29112485,667
58761913,2675
66688038,820
04172290,2891
23966028,3214
42875306,4437
94818679,89
69152021,1138
85307015,1388
34279422,3953
72421346,3181
23180894,454
85081450,2705
79151068,3991
80508318,2625
41627765,1361
53573735,369
69934353,595
14363582,3359
38148925,2319
92186650,252
97986723,583
63195330,2022
53413211,3744
46022955,423
49263802,4049
24540155,1067
67702058,4857
63056460,4370
09849195,1987
33497607,4298
33299884,1641
04858306,3737
08840370,3561
39002104,2074
12913510,21
58897526,3990
44455378,1723
54341869,3678
86443909,2127
19352934,869
27732536,4058
79029523,3383
39093727,3412
95815774,4115
07021479,2454
00755852,99
81127820,2137
48074176,2683
00824339,3636
58678061,2931
64159708,1139
92398914,1967
93595610,1990
86192805,4682
16668541,1099
07432847,2997
65311694,3839
64640537,1776
19615621,1838
72864032,4002
72505845,3361
64525798,3387
82188166,1994
79830978,2548
77175743,4883
70414756,640
05270584,105
07451321,3885
57912210,4605
05940068,3916
71568516,470
88890982,3565
63947105,998
82387389,4264
13245002,2584
51739703,2129
02116021,71
99173977,2795
54462676,4291
17186511,2696
71954192,3528
89592219,1549
75043474,2296
12266744,3433
44953147,1705
33276332,3957
49017650,615
55241403,4188
14355456,4215
83621551,801
64506505,3070
25131822,449
82613314,4799
55927944,207
50792934,1292
61243760,968
18429941,2591
69923945,4806
12225100,4303
37723028,4492
59173805,1940
00659342,4535
52981573,3675
66552732,1872
96498729,3527
17015874,2394
40848618,1956
77353733,1091
09556934,3791
07862487,3549
01680807,553
84511390,1256
47668652,2035
93186274,736
57393695,2005
88914866,3699
15837779,30
19508215,557
97462651,4662
84756933,2948
06234541,2808
36631357,2491
83520835,889
03766734,2872
24505163,1232
00359264,2468
11291550,2291
77225438,2634
59102716,1139
75883494,2018
94116455,4950
54991564,4795
55329816,1656
78211556,38
68005938,4134
35293359,2213
83802631,2384
64159708,3059
35672887,4639
68152244,657
76881326,56
74707560,4009
38052551,1851
41254983,3027
08753723,1365
13781189,191
65338524,3466
44489912,4000
66552732,1691
17793677,4146
15338640,4728
55060178,472
35377640,3767
22803453,1737
86091697,3518
79401514,630
41107878,1872
03842325,2274
91042296,3986
35327215,770
60005347,1698
96060245,4370
77832430,2300
00591118,1640
72311542,2520
92148430,3497
99672980,3304
66526726,579
80508318,2023
82292916,140
39369191,4024
61116928,1348
90964518,3440
75302013,1600
70726784,3389
97565108,1523
63674366,4815
42174624,3834
37175325,518
89660530,3593
16912985,3787
27315358,3735
45052273,707
08284386,1189
29138006,1116
97341449,3087
01483057,1045
79662604,1439
51237488,1121
15855025,47
55568087,2689
77805710,1325
93220677,1746
94222087,312
69207877,4106
56147923,1656
14504492,2348
35131524,2688
25433225,3762
47622895,785
76422070,1558
19084569,19
86799149,4659
61793842,3441
26170566,849
72337287,4346
63186362,2764
19395561,2396
80704327,831
74324976,4479
67429588,2966
09639799,4182
65467539,4231
53729138,4722
02747885,2100
73339852,2872
99185549,2084
96860373,3967
87603171,702
56677656,228
32286300,3601
13319009,2795
75325523,247
24273389,3580
77831057,603
94211962,2368
17527787,547
00735176,237
21674254,1125
84910981,4123
77113210,3171
96289614,3237
60129732,2592
69047518,3352
09304559,2316
23282589,3902
86623764,3155
11522139,4987
43249922,3240
14340657,2185
58159866,1627
91737035,118
31457493,3807
67646025,4656
19299004,3018
57198783,3159
00379646,3479
19250706,1446
84164369,1304
30262962,3422
14410008,4730
17094579,2242
83307508,4022
22531543,3992
57104471,797
94782339,3810
34562318,3434
83306887,2302
61278968,1987
93729653,3527
68833746,2090
04433554,1196
38445952,786
03883735,4345
76880120,144
77105201,3414
99184282,1443
81391033,4112
65045453,4239
76650603,432
97602503,1986
71607776,165
89655218,4523
17639969,4015
69934353,2130
59011761,2868
51574855,580
68146236,3845
69317392,4410
91839128,2512
58279341,2309
51658058,4429
75287879,4287
91737035,570
25325258,2998
55825284,1267
39865180,1597
80479041,1758
47530579,1603
82162615,3982
55525797,4667
18284035,2009
54342015,2267
66295886,4317
99081743,397
16021188,2584
74602949,459
90148499,2812
07788033,1907
73927407,4625
49110461,737
04047250,2594
14766701,3676
10775128,4806
08194588,1477
60040556,3069
02306155,1991
61584762,4095
99672980,2286
23962991,2289
53396770,2945
76540953,1742
22803453,3239
21699286,856
60240105,1993
88149121,1403
77679895,2726
33184471,1416
29322897,4702
16885213,738
13791789,1362
71478222,28
31038277,239
02938720,317
04720720,240
15027391,1560
64031490,3831
28966588,4295
29901836,1913
93034075,3568
80658555,3336
89467488,2988
85299371,1674
95480386,169
18122711,1978
03809484,260
21028414,1067
56388918,4399
72262283,2117
21179878,1535
96911855,3674
61043775,3247
17555149,4103
18391975,928
33497607,397
45813011,4923
94909556,3524
90223679,1148
72163352,3668
36480318,4279
71195793,4929
54114738,3043
29114525,1180
50308398,7
72506338,4862
52268829,2007
67331176,990
40738579,2394
35651676,501
40232951,2462
92489817,1874
49075813,984
02980602,3000
48615221,1949
79975354,1154
48277060,19
44619185,2120
54991890,4784
12690123,1857
21817382,2950
69886286,4037
39168217,1608
30003182,2915
54612540,2825
14562475,28
80319569,4315
86260724,376
71710298,5
71570591,3784
15371140,1397
52960766,3183
35930016,3726
88134526,4479
91675719,4956
85208660,2357
02537659,3055
19551406,567
36568369,4127
88687473,17
74764959,1899
95928567,4944
46231306,1004
67706079,2865
87894469,3697
91412643,4316
81085487,645
51442169,1511
73179301,507
49250040,586
27409011,3678
84124264,4721
31460378,2042
31794505,4101
86557540,123
14835321,826
11492084,3220
61650984,940
42981582,1090
89063536,1586
60756059,3159
76734161,2587
48679504,4754
21870990,880
09717822,2793
56438823,2077
47559740,2113
36197155,909
05126689,4791
41785452,3029
57512749,1834
93034075,4640
97007929,977
21761905,631
46516429,738
43369130,4560
26441591,4471
95395469,4054
77631458,3949
48201116,840
78142659,2752
85357119,918
05561872,1068
00731527,373
72622376,4542
95480386,3478
24859971,3610
14535054,487
63427508,3699
99456395,3008
83154348,4687
57569931,4687
44478664,2419
71059656,4736
20465892,27
24338547,815
55664941,4846
55151913,3996
07518057,4912
53312590,4478
39563896,4125
71555282,4887
94115276,2428
81517980,2323
57391371,2844
08785128,1917
29742301,603
81271690,4394
36297194,1697
15504366,743
53477591,2411
00824339,855
39480962,3291
02041005,875
94958083,573
04953542,362
48668423,1015
57081581,3786
25112437,1976
72363062,2274
16889163,4145
44493700,3704
49005375,2147
91150683,4123
51677770,4933
65401967,568
69581516,2776
50381923,953
18677707,3979
34511946,1974
54245130,4886
61055442,1955
52724760,1643
89900624,2048
24378334,906
03288352,4792
38682844,4866
05684142,1152
69581516,2947
51129831,858
24338547,141
48609171,1576
26198995,1906
53716500,1688
43205541,2062
54991890,3142
50124315,55
77720116,1906
61171211,3542
16579173,318
89181704,4629
09849195,852
43574348,4959
23078736,2862
59170886,2279
67702058,3491
74939077,2851
68196215,3041
94989415,301
49201100,643
34605479,1095
69163641,3368
56737151,234
86895557,4201
38554295,580
75027601,929
65120012,982
66735346,1058
05549220,3785
00211012,1552
29113026,3992
25042314,1188
92500844,2816
44954813,1602
06018881,1662
42569824,1833
99750388,3735
84907952,1612
20811306,1827
68430968,4098
95280006,1685
90124626,3969
56948451,3160
33309535,1313
38808565,1651
06874704,4361
12266744,613
74156299,3840
18246038,2482
04901860,2899
38551952,391
63327186,4605
09180694,2637
53626888,4448
17816338,2032
83669556,3223
46523013,1277
15342774,4089
73305298,1276
95370783,2734
00442726,971
14179523,1276
57641873,1700
26033685,1366
82983009,3262
54270093,1030
39008621,349
81482248,484
27265407,3205
35317069,3802
43917193,1182
21674254,307
33452947,1923
23873387,3248
19932405,1150
18052370,2479
67679860,2133
50114840,58
94182509,223
97862544,4367
44346851,2042
18410440,3491
55248315,1032
00420150,3082
90004987,259
76791276,827
65338524,263
08654923,252
40549922,3234
48233284,385
06820586,2186
56402841,4210
72657139,2972
10936931,3152
80403977,3397
60655194,3033
62059188,4268
15550256,1888
63131498,3203
32618158,2242
64739894,1855
14874326,2607
50914976,1908
23772691,656
36600916,4063
49460712,2231
37058672,259
79760778,1920
46586539,3414
19078526,4131
77606829,295
44688823,4955
71782755,1393
96394590,1216
59529807,1814
34909008,763
04049280,2880
18795585,3492
71346868,2582
64108674,2636
08732634,1542
48860765,4247
13231333,2661
60496458,2737
02116021,3944
54151510,4238
45061535,4033
71237843,155
76652948,2389
76224714,2728
30779103,1182
47748165,4225
87498057,3214
02856012,1555
52820028,3217
96261688,3795
68449828,1763
67682166,2913
47546415,562
38062369,3203
95682242,2519
96336677,99
44827230,4339
41190478,4683
77637686,2978
28610778,2284
42988887,2255
84686127,926
32843148,578
98119907,2618
96969001,4377
82637249,4908
54196108,4456
93033803,1916
64073297,3472
05320909,877
75628132,265
28547632,247
05007642,1231
82434303,2685
63131498,3694
08329278,4721
67326384,2831
97357530,4123
35669649,833
19076503,4910
74351852,3155
60403323,4055
90066836,3991
16679152,333
20695820,3795
80704327,4806
33426214,3539
77844089,17
52143901,2689
71555282,331
40475876,4024
92460780,37
86547861,4756
21922548,1618
49695428,2253
45933719,3504
44611004,4050
78202807,2075
08685472,4884
99725413,1857
60964197,4972
15956605,2740
27483313,4421
85802534,4634
91077612,1811
99771224,1198
79914931,4074
62607851,4044
82279344,1747
55329816,771
58175937,4894
03596702,3465
33198739,1836
95524685,3337
29291028,2949
80652153,1751
31656553,914
81013771,2785
38064613,4952
64629227,3798
67952137,88
12027144,304
14939708,2583
61563956,4344
84055850,2714
86768526,2386
94575925,744
08606166,4256
19440553,1392
11900416,2004
74356748,492
69207877,4967
29742301,951
91396080,3093
50905023,4227
63976786,1723
00718789,3239
06146775,1182
75154107,4079
78219338,2856
43100180,1994
18358306,3457
45635644,2446
27853641,3022
90666109,3011
00985715,2236
17239309,1486
74324976,1261
22843306,2659
25264216,1044
75662768,3950
26661110,3905
06805198,2499
48550421,2068
48044026,1966
53475977,1076
05959379,1519
70116617,3051
20371672,3599
56800203,508
24292309,2452
09948948,2817
71944850,1299
32274241,2727
44489912,1137
53040877,4900
31440542,4243
14504492,1332
39435287,3893
90713954,4674
52618744,4677
95761183,1172
53685945,2988
74664034,2866
38796693,3000
02830947,902
59170886,3823
65770700,742
79028183,502
58838095,1785
30625262,4945
17762066,4430
92591991,1844
74523199,2283
66543571,4163
46052278,4301
37964432,412
58612122,1389
97044545,2400
00501689,4044
62163430,334
49208570,2205
54883618,19
34567500,633
00605831,473
66510510,3513
88664103,1808
89595716,2310
55938536,3706
12381175,2094
56719302,4255
28517940,3062
85977439,3220
38472566,772
14682188,1411
20612665,3724
46193341,1115
65338524,2255
67335461,1581
57964035,4360
98222920,4363
84525886,176
66564719,3520
41128783,1176
11492084,3432
72205811,2801
65823137,1017
98963394,3707
76965943,4371
31263851,2561
85242393,648
02412175,231
72547150,3567
91532099,602
06863053,3079
01504173,4906
04071767,1891
94055773,4966
11923896,3920
50327448,3990
69864851,2116
50116187,1393
18737708,1711
49947697,2370
50803335,4580
48637068,3216
74340640,2568
02582162,4695
24036878,2286
97978365,3987
95501497,2963
10919111,4160
92312948,3031
29790285,1618
42179365,2972
20835275,657
42499650,1456
93318064,4573
07496279,3502
07604303,4249
77594800,4578
47752762,1014
96285056,2264
19299955,4634
69269494,3711
36765492,1269
82910755,1571
10016689,4233
49636293,2260
81223418,2907
15875450,4164
72657139,3025
62425224,3318
63771430,139
80940046,894
97549110,1255
89417122,4557
72058138,3971
72244016,683
45496872,2724
26687703,1284
33252331,3774
74821937,775
24689971,3810
38808565,211
21588660,971
02973034,1633
65919476,2699
91774872,4299
47827438,3124
65849127,4930
57896485,3369
26170566,704
42469194,1308
61713352,3651
93506813,2135
95364262,4378
57719422,4142
86443909,1620
26608039,4540
96714551,1022
16210323,3910
27483313,2212
48277853,311
49281132,799
67242836,4408
10554393,1870
50363821,216
68213653,1471
11224068,315
63473455,3262
99965457,1409
25527689,1063
80281511,4146
70626089,1208
55186197,867
49879485,1902
90758379,2591
28148417,2739
60070360,3330
57789661,4042
99672980,620
01058665,1869
19268257,4839
75487938,65
31263526,4814
50363821,308
69949664,2320
91026682,830
18102439,407
93619297,2856
39984804,1974
38751658,3755
53067532,1578
67017023,3819
29803557,1385
88047943,351
16765401,2830
68555123,4193
23078736,1912
03959675,528
17415586,3938
19835161,2005
97623446,3560
57397309,428
00976082,2579
59572834,4297
35026633,748
45299413,4118
09190425,899
06821858,1290
08063704,4855
42070530,1993
99556245,214
68521935,1706
55208864,1797
14535054,2909
47581234,4423
76088994,1050
23128421,455
61267849,4654
04488298,2468
57415235,2587
98298684,4707
21329651,4598
79155093,2346
85810801,594
86663330,234
02294185,1238
50382606,1478
16233287,1632
00225475,1531
25817985,1715
50672013,808
77637686,289
80135465,1949
58833051,4297
46826943,1598
42875306,1689
66343843,4941
82637249,4616
53753043,4879
03370727,841
71870433,4150
71792861,3267
47678473,2729
45933719,1608
91970707,4440
12839352,1567
51467745,2441
48302389,2864
26021768,4504
07569077,1511
36681627,398
81722682,3760
62760719,839
52154145,332
83886775,4940
10518439,2185
11509742,957
74298914,2423
26153270,1703
24013136,4299
82614647,3706
40887111,4096
80877669,4074
58899202,3242
32977872,1827
23149689,1033
98770990,4306
47352291,269
46047071,874
51764078,2217
82805250,4479
54774270,2609
79992406,2558
79076569,3179
41947568,1767
31974600,3108
01221935,4696
62312722,4325
56221429,518
67159738,3701
29814378,3674
27652923,2274
05619780,2231
27433979,4478
69282147,849
13555048,1624
87014072,153
60793592,4821
77157580,1969
05426083,3324
17934802,478
72593044,562
23028453,4990
05750340,1648
36970133,3807
92292538,4205
97793261,2787
46821118,1814
75456919,375
29774528,829
07721087,692
79315552,4257
04987042,3039
10146550,4909
47230518,2078
64549888,97
69616811,1018
33274079,1786
68934825,546
06797694,2868
15469097,1488
42938066,3187
78600735,4905
58476192,3351
13555048,3998
20588246,4209
64362489,2985
20224002,1887
56148555,249
87081856,2385
57449725,2734
40233549,2588
92530266,3141
80154089,1113
95910417,4162
21584043,745
17934802,2407
45641243,3982
42908369,286
93204262,1648
48309391,2865
48085479,1678
30536833,2029
58279341,3227
59811903,1714
07974804,958
54755090,4446
10584547,4553
10789589,4274
10015610,3979
57976694,999
68196215,1790
43421347,1361
25572192,4774
42760642,4458
29227734,3636
51404548,3633
94673412,4527
63089063,3881
45099614,4292
53302758,1071
40980423,2748
34627153,150
67682166,809
69022862,671
81271690,564
57073693,2216
26806764,4133
63968434,831
40360870,1578
92377082,330
86783972,3966
67159738,529
63504386,2329
18950848,303
90105838,4062
04032968,4577
38796693,3244
42273431,463
65338524,1855
57912210,193
08685472,508
83337138,1125
30014965,987
23991460,4901
49526120,3599
52909022,4132
62210239,547
56595672,3762
25669572,1776
63700632,2202
28717276,1792
31283163,2648
10972039,1506
16490055,441
43650635,3301
99507501,2132
00602804,747
28608858,4803
74506213,1567
08168663,2004
18026073,1287
91271355,435
04888005,2150
90397115,2415
86384416,4614
90483740,4764
27955797,1397
00998498,4146
15837779,4579
49695428,3969
22560279,2925
58683133,3041
39947510,711
15790560,1760
86801357,3900
28103473,3796
77970926,4901
10699786,4726
83337138,1132
17838310,2329
74456679,1759
80335519,4857
17591223,2209
01658258,3763
14269652,4943
85872617,2372
32512721,186
77936525,2894
00070170,4610
82987357,4528
02349305,4770
70926667,1402
16304804,1612
65658757,4426
08434989,3270
44490315,4843
98728026,200
23640705,889
71948066,1409
47532862,3253
36683240,89
78732645,1925
31163205,1039
99700464,3877
33414815,825
66169798,1863
61543025,785
16088459,2971
18314700,747
49837365,142
24942601,505
06842318,1751
31876759,2390
79162565,2171
41876713,4997
86663330,1504
70087309,1050
19336880,3066
71012497,4601
10158548,1794
21699934,3052
45156618,2374
35553081,4628
53109405,1235
96925925,4096
68270809,744
78519548,4067
60314278,3011
92254926,2840
11535197,1609
30846072,608
72217679,628
67860809,1542
12690123,2804
65516655,3342
56719302,2922
77012974,4608
25049398,233
92385903,3346
58490483,963
84806868,550
70093525,1100
64216422,1907
37321547,2426
78328072,646
97447862,289
71130988,3500
30535617,1969
77591930,964
19673944,2538
33453509,4371
21447380,2054
68934825,3461
44439452,4568
03572607,1459
37700560,3306
76444483,4944
06320486,4330
92469557,4869
02116021,2951
70607888,3496
66976887,4474
87049361,1861
33405667,3392
93704952,2568
97405394,3485
35654165,447
50285700,2272
40718402,530
65824055,3419
48442129,76
99007176,351
21409082,2483
99828155,3224
58411304,4142
12788165,573
68311918,2119
21447380,2340
19370975,4195
41202031,3158
96033457,718
11742807,55
34284989,4886
88390310,73
61107982,1872
16579173,3758
68985888,2922
62052734,3321
91129948,1494
71608784,4111
83850930,424
00400781,980
27623646,2435
88431153,4227
57239372,1756
69748556,4746
34627153,1733
61717534,3640
15466163,4833
92254014,4740
39007190,4910
33227296,5
14953715,3959
42881575,4591
75544326,2575
06320486,2443
26734772,1090
35712942,3246
69748556,4447
51504328,2860
13858281,1212
68758618,29
01825452,111
54984427,2269
15771073,87
12272277,3001
47166681,1860
11020105,534
01943696,4037
35099269,2626
43400068,1531
47385974,2316
06217144,1196
62963471,3851
61301401,4389
46047071,902
63196406,669
80650247,1250
30013613,2305
99488245,2077
97296573,3234
26897130,93
16729678,2141
17579488,2266
59581436,3457
78142303,496
61497737,2665
45635644,314
98890717,4727
41487724,3560
54823841,2228
81140937,2421
20770974,394
02834788,1382
15643026,1248
90375670,2795
82388059,1241
19002490,928
17670009,4868
87958706,914
29592693,791
71343952,4667
54331312,574
06015682,22
77401134,4147
02725237,2122
46193117,3045
32948592,1977
67568181,920
01433502,3842
36800913,3170
92591991,3002
97296573,878
65516655,4146
39113723,4829
26497515,424
97097704,2822
77936525,1782
11509742,73
95524685,1403
51446955,1739
87908968,4651
10795650,4421
50122069,928
69662614,1339
07061412,3861
79151068,4112
08056486,1625
62580706,2146
71802905,3441
03362863,2184
53256096,3948
97596362,309
14646687,1107
83922251,3887
41976348,2306
72838689,2388
22600608,1763
43235811,4938
14189214,4855
62994488,167
24454399,3491
65672180,580
81602131,1974
08591407,3591
67845583,1053
67236169,632
41074516,3486
94614445,3436
43033413,2675
45484090,4808
15843422,2950
12220717,4643
08893864,3061
91071162,3757
83468175,3562
58159866,2985
24099716,908
46974760,1225
85280964,3995
41122829,3297
63176096,1944
90763834,4106
05837478,1223
71684479,4080
02194181,4866
02381424,1584
80439428,3788
84628044,234
92558598,3512
76216288,2470
06526695,620
58936746,1832
99191095,1724
52154145,762
94055773,4226
74783564,3471
59101568,692
38130580,657
02703112,1473
49942425,2166
98868998,4977
10968275,1860
24273605,1329
27270754,3319
84934258,3789
79703275,4619
92346544,2596
40292516,3641
39155119,2213
71651065,1391
85910642,4814
42818145,1666
07403718,3792
87527798,3774
45992039,3413
14584722,2957
31405517,1042
40060334,1212
72415573,4615
74326551,4916
77729481,1672
16304553,518
17455506,3691
34511946,1292
23962991,4915
87293495,48
30080378,3898
76650618,1588
62387977,390
30049876,4308
09877833,1303
28489126,4899
39984804,4786
31623038,2421
89538818,3347
49930731,509
29758024,4578
79360433,1992
42952805,1539
51355736,4174
06064322,968
00359477,2535
64020153,2288
08120744,260
93678151,839
97591496,2835
44249432,4537
38919749,3544
36057084,1549
39950580,1428
97421760,1008
44459571,1268
49690885,669
72310288,3855
33467600,2896
02277856,1366
67468074,4955
10642864,1434
65407799,730
61835052,1275
26996969,2615
37924605,1415
26143538,4548
80961809,4180
92469557,2278
94346124,2346
06407349,3899
97854051,3872
38865707,3226
40233945,3129
62963471,4813
10950767,1339
71387680,4749
43941420,4716
87183547,820
36687634,3400
29333293,2805
19508215,1941
17683727,1128
69213859,1155
94777342,3082
38381054,3044
78388685,2115
50122069,1550
69774741,3699
49521832,1463
67490724,4174
86168341,4633
32037174,1928
59883330,755
58297691,3045
73121252,2536
27417172,324
41156296,4556
44688823,3303
20976770,1210
16954643,564
26153270,4719
65298784,226
27356599,724
16064320,2300
33405667,3790
19490346,2694
07078895,3102
53256096,476
96372044,3722
15904681,4366
20588246,4372
96261190,4792
11786089,2494
22473384,2343
21298197,833
85299371,662
54350413,3290
97379075,4525
12842670,4813
19901815,2553
39046054,1003
77948323,4730
71511448,1221
18306925,668
93720247,3728
62848879,259
64706831,1076
60443998,4732
53105447,4499
30089710,3626
23456497,2686
39804818,3588
30846072,1528
14108878,1342
86274746,1290
49387640,2649
23211034,1847
26271843,455
42914433,3938
90124626,717
75628132,2509
74324976,3471
91144539,2379
16131044,4859
87885708,4335
91342296,3562
67944231,477
01220915,702
02431962,1615
74979960,1051
53698911,3645
74180864,2903
31631787,3783
65322116,1265
54260957,2186
71716698,1741
91096641,4310
02822086,985
71040557,1120
45301306,4920
51130852,682
38418618,3830
36377275,3337
99736907,4517
04293510,4281
41720365,562
63733651,1972
60129709,2475
80594035,4528
08771058,4829
82748569,2075
35317069,2761
86091697,4487
97044545,779
59343622,943
63090787,2415
38507966,1887
78010020,488
76644602,3482
53173085,2881
86933439,3277
34946234,4746
55796946,3261
14985045,1005
53447975,961
16149233,855
55488702,109
82613314,3478
90655738,3715
16648241,1555
62925642,1309
21386887,339
49447656,4272
39093727,1125
78395871,2185
94668085,3222
45261013,3802
78459089,2064
04433554,1541
25327055,2557
29229078,1608
94427674,3243
63195330,3382
47886652,2665
60438853,2330
27588483,812
13938164,895
75777124,892
21461119,3331
33349922,4274
80637840,2376
74738198,2332
04165329,3168
54501372,4594
25670309,3818
05303900,3564
44439452,1917
08854644,3495
76633638,1232
77181268,1452
57851736,1732
07089498,4906
01964184,4768
13815801,500
92205066,4168
26071317,4968
93332892,4975
99458323,4075
31794505,1697
56887284,2853
49612720,3525
10518439,2293
29320738,2280
44455378,3445
65836362,4652
55582810,4778
91553758,3514
14106178,1716
12820383,3188
49620083,2734
27411400,3343
74464756,1605
58871781,1355
61710920,2813
91287928,2053
70388410,1271
96732352,4787
45210237,2373
03684861,2056
94392240,3283
45906290,2069
01483057,796
22760714,4099
68934825,1570
66432787,1081
71891398,2347
68060538,4710
85768532,4094
11166524,984
40882536,3173
89641720,3926
95928567,1321
39627582,712
77771816,3485
48609171,2217
08539899,2180
63090787,1183
15875574,2574
00339220,1842
78907189,273
02444522,1152
31416514,3700
85391061,1573
09017727,984
68336098,1054
92292538,4651
36561192,3602
83286829,1399
25264456,1019
55550166,4787
35439180,3005
28520271,3875
64585731,4944
34279422,2174
23095028,1945
61863488,1062
15339563,68
57403465,3015
98742000,3908
59499498,3254
62052734,3157
68178983,1296
02835924,230
21131368,3777
70432337,2579
15342774,2190
40692400,1884
64795903,2477
52031932,218
36434527,1319
09848720,3451
00718549,2964
48337090,3495
92469255,4216
61264678,4979
61900082,2366
92183912,1729
03657861,2599
95480386,1357
86519556,913
53827084,2645
75161095,3578
17239309,1872
51077437,2709
89852480,2059
30616463,605
46516429,2761
18861782,3086
20042305,4548
28644263,3660
06628547,1126
69998787,367
58114871,2393
98868998,3870
09047517,695
23220582,391
14311212,590
07847136,4221
56893590,1377
29953106,904
07302683,2311
89299088,3003
43764376,1430
07557847,4033
21218253,4745
70236829,3210
24273389,1423
63094516,2782
83697377,2896
