DNI_Empleado,DNI_Administrador,Nombre,Apellido_Materno,Apellido_Paterno,Fecha_Nac,Direccion,DepartamentoNombre,AgenciaNombre
91983513,23982715,Tierra,Anderson,Rodriguez,1980-8-4,-12.47/-77.85,Asistentes,Terrapuerto Trujillo
14179523,23982715,Moira,Anderson,Smith,1974-8-19,-12.24/-77.54,Conductores,Los Organos
12986751,23982715,Maximilian,Taylor,Lee,1976-1-6,-12.76/-77.87,Limpieza,Plaza Norte
43712438,23982715,Saul,Martinez,Thompson,1992-8-23,-12.91/-77.83,Limpieza,Lima
01703371,23982715,Ali,Taylor,Rodriguez,1998-12-1,-12.99/-77.49,Asistentes,Tumbes
58385690,07954692,Francine,Martin,Brown,1994-12-19,-12.14/-77.46,Conductores,Tumbes
60045157,70305042,Shreya,Thomas,Jackson,1993-4-5,-12.04/-77.50,Limpieza,Plaza Norte
96979588,70305042,Ocie,Martin,Wilson,1970-9-12,-12.34/-77.96,Limpieza,Chiclayo
68802202,07954692,Everette,Thomas,Davis,1999-3-1,-12.16/-77.65,Ventas,Tumbes
02885411,23982715,Woodroe,Williams,White,1992-5-10,-12.62/-77.50,Limpieza,Talara
09848463,23982715,Mai,Thompson,Williams,1974-10-7,-12.82/-77.47,Conductores,Talara
68506876,23982715,Hedwig,Lee,Thomas,1985-3-26,-12.70/-77.80,Asistentes,Paita
76999276,23982715,Catherine,Martinez,Lee,1976-10-6,-12.56/-77.54,Limpieza,Plaza Norte
59735927,70305042,Mozell,Jones,Martin,1978-8-0,-12.29/-77.98,Conductores,Chiclayo
09406272,26221449,Kaden,Moore,Martin,1985-11-9,-12.98/-77.34,Limpieza,Paita Terminal
83319367,23982715,Lauryn,White,Jones,1992-3-7,-12.44/-77.23,Asistentes,Plaza Norte
34657761,26221449,Janene,Williams,Rodriguez,1980-12-26,-12.63/-77.95,Limpieza,Oficina Bolivar
60341805,07954692,Orris,Smith,Davis,1975-12-23,-12.42/-77.84,Ventas,Chimbote
24806163,70305042,Emmanuel,Taylor,Williams,1989-7-0,-12.83/-77.56,Asistentes,Talara
53302758,26221449,Odelia,Brown,Martin,1979-2-26,-12.81/-77.06,Conductores,Oficina Juan Pablo
26884362,23982715,Ronal,Anderson,Wilson,1973-6-24,-12.16/-77.12,Ventas,Los Organos
64051257,23982715,Danyell,Thompson,Jackson,1986-6-22,-12.16/-77.31,Conductores,Plaza Norte
85670294,26221449,Dirk,Martinez,Thomas,1973-4-22,-12.69/-77.49,Conductores,Los Organos
33101814,07954692,Julious,Rodriguez,Thomas,1971-2-11,-12.39/-77.86,Asistentes,Máncora
94744835,23982715,Chanelle,Davis,Martinez,1988-3-16,-12.59/-77.22,Limpieza,Talara
95929088,23982715,Gottlieb,Thompson,Williams,1979-11-3,-12.85/-77.08,Ventas,Piura Terminal
94337281,70305042,Khiry,Davis,Thompson,1998-11-8,-12.50/-77.08,Ventas,Chiclayo
87949649,26221449,Luigi,Martinez,Garcia,1986-11-8,-12.39/-77.92,Ventas,Sullana
83761931,70305042,Michaela,Lee,Moore,1972-9-15,-12.76/-77.27,Asistentes,Plaza Norte
12252304,23982715,Reinhold,Thompson,Thomas,1994-11-4,-12.40/-77.43,Asistentes,Talara
59739518,07954692,Frazier,Moore,Rodriguez,1999-9-1,-12.66/-77.93,Conductores,Terrapuerto Trujillo
69483528,70305042,Genaro,Wilson,Rodriguez,1986-2-17,-12.09/-77.21,Conductores,Oficina Juan Pablo
47188063,07954692,Tamia,Wilson,Anderson,1987-8-19,-12.25/-77.03,Conductores,Chiclayo
26232135,70305042,Tania,White,Jones,1988-5-12,-12.48/-77.49,Limpieza,Sullana
63751296,23982715,Emma,Moore,Smith,1996-9-19,-12.29/-77.55,Conductores,Sullana
16775734,70305042,Deane,Brown,Garcia,1989-11-17,-12.96/-77.56,Limpieza,Los Organos
77771816,70305042,Alessandro,Wilson,Rodriguez,1987-7-13,-12.46/-77.03,Ventas,Oficina Bolivar
55816402,70305042,Jamarion,Miller,Jones,1979-5-10,-12.56/-77.92,Limpieza,Chimbote
99577132,26221449,Skylar,Martin,Jackson,1978-8-0,-12.71/-77.33,Limpieza,Talara
05449093,26221449,Codi,Brown,Johnson,1990-3-24,-12.19/-77.50,Limpieza,Plaza Norte
94482555,23982715,Zara,Thompson,Smith,1981-5-8,-12.58/-77.96,Asistentes,Máncora
22979101,23982715,Kaelyn,Martin,Garcia,1995-9-0,-12.25/-77.26,Limpieza,Chiclayo
00867625,26221449,Glenwood,Brown,Anderson,1990-10-21,-12.69/-77.05,Asistentes,Lima
64864300,70305042,Caldonia,Wilson,Martinez,1988-8-8,-12.04/-77.86,Conductores,Los Organos
10795650,07954692,Dorman,Jones,Garcia,1974-2-9,-12.32/-77.38,Limpieza,Paita Terminal
37467086,07954692,Cathryn,Garcia,Smith,1972-5-17,-12.11/-77.98,Conductores,Terrapuerto Trujillo
48352500,70305042,Jay,Jackson,White,1984-3-23,-12.32/-77.13,Asistentes,Máncora
72633851,26221449,Deidra,Martinez,Wilson,1975-4-11,-12.10/-77.02,Limpieza,Lima
10775128,23982715,Arnie,Williams,Taylor,1971-1-8,-12.95/-77.26,Conductores,Oficina Juan Pablo
31228230,07954692,Brain,Miller,Brown,1976-11-5,-12.55/-77.74,Limpieza,Oficina Bolivar
15875574,26221449,Von,Jackson,Moore,1970-6-21,-12.94/-77.78,Asistentes,Máncora
75197841,70305042,Leonore,Lee,Davis,1987-5-12,-12.17/-77.43,Ventas,Chiclayo
47473881,23982715,Parley,Martinez,Thompson,1976-7-17,-12.25/-77.99,Limpieza,Plaza Norte
03463388,07954692,Soloman,Thomas,Wilson,1973-7-9,-12.70/-77.04,Conductores,Chimbote
28068607,70305042,Zaria,Rodriguez,Garcia,1988-2-22,-12.34/-77.44,Ventas,Piura Terminal
24760067,23982715,Cyril,Miller,Moore,1992-12-10,-12.51/-77.17,Limpieza,Oficina Bolivar
77598143,23982715,Ariane,Miller,Miller,1990-6-19,-12.46/-77.44,Limpieza,Oficina Juan Pablo
14985045,70305042,Jacquline,Lee,Williams,1991-5-4,-12.52/-77.60,Asistentes,Los Organos
47871716,26221449,Sophronia,Garcia,Anderson,1995-11-16,-12.65/-77.17,Limpieza,Plaza Norte
07496746,70305042,Haden,Rodriguez,Thomas,1979-4-18,-12.47/-77.02,Asistentes,Paita
77952439,26221449,Damond,Rodriguez,Taylor,1988-4-21,-12.97/-77.35,Ventas,Oficina Bolivar
95020795,07954692,Cristopher,Brown,Martinez,1997-6-26,-12.54/-77.84,Limpieza,Paita Terminal
68306012,23982715,Mena,Moore,Brown,1995-7-24,-12.90/-77.95,Asistentes,Sullana
45275621,23982715,Rashaan,Jackson,White,1973-1-11,-12.55/-77.69,Asistentes,Máncora
04189196,07954692,Cassondra,Jones,Johnson,1976-9-7,-12.54/-77.84,Limpieza,Sullana
75574025,23982715,Maryellen,Anderson,Johnson,1979-2-15,-12.99/-77.93,Limpieza,Los Organos
49354920,70305042,Shaniya,Moore,Johnson,1997-5-27,-12.24/-77.99,Conductores,Talara
21925830,07954692,Brittnay,Wilson,Thompson,1984-6-22,-12.69/-77.30,Asistentes,Oficina Juan Pablo
79558109,07954692,Alver,Wilson,Martinez,1975-4-22,-12.69/-77.28,Ventas,Chimbote
23245307,70305042,Solon,Jackson,Thompson,1995-9-27,-12.81/-77.16,Conductores,Paita
16346226,07954692,Woodroe,Smith,White,1999-2-2,-12.05/-77.53,Ventas,Oficina Bolivar
35930016,26221449,Emogene,Jackson,Martin,1976-9-6,-12.40/-77.42,Ventas,Paita Terminal
47098503,26221449,Jep,Davis,Thompson,1997-2-24,-12.51/-77.29,Asistentes,Piura Terminal
30190444,07954692,Berdie,Miller,Anderson,1985-1-9,-12.64/-77.42,Limpieza,Terrapuerto Trujillo
49208570,23982715,Duncan,Brown,Thompson,1972-8-13,-12.34/-77.04,Ventas,Terrapuerto Trujillo
73230603,07954692,Kanesha,Taylor,Lee,1987-2-25,-12.49/-77.96,Conductores,Paita Terminal
23055402,07954692,Martez,Martinez,Lee,1971-3-1,-12.57/-77.99,Asistentes,Oficina Bolivar
37281349,26221449,Sylvester,Smith,Thompson,1974-2-14,-12.11/-77.34,Ventas,Chiclayo
34275144,23982715,Thea,Martin,Martinez,1995-5-0,-12.54/-77.84,Conductores,Paita Terminal
16586710,70305042,Bryana,White,Moore,1985-3-8,-12.75/-77.97,Ventas,Sullana
43586150,07954692,Shakira,Brown,Moore,1995-10-19,-12.53/-77.76,Ventas,Plaza Norte
39665135,70305042,Sherryl,Thompson,Thomas,1976-11-21,-12.86/-77.36,Limpieza,Chimbote
72569047,26221449,Marcello,Taylor,White,1991-2-9,-12.17/-77.25,Asistentes,Chimbote
01425211,70305042,Byron,Williams,Moore,1983-7-14,-12.81/-77.79,Limpieza,Los Organos
13757682,70305042,Alfredo,Martin,Wilson,1971-8-1,-12.25/-77.68,Ventas,Oficina Juan Pablo
09198577,07954692,Lemmie,Williams,Anderson,1996-9-2,-12.53/-77.19,Conductores,Piura Terminal
50148786,07954692,Sandy,White,Thomas,1978-3-24,-12.67/-77.61,Limpieza,Plaza Norte
88281543,23982715,Brianne,Garcia,Thomas,1973-5-24,-12.29/-77.76,Conductores,Chiclayo
45304287,70305042,Gaither,Johnson,Brown,1979-6-21,-12.37/-77.32,Ventas,Plaza Norte
73532470,70305042,Jefferey,Davis,White,1988-6-28,-12.10/-77.84,Limpieza,Sullana
14322354,23982715,Estefania,Jones,Miller,1976-8-0,-12.39/-77.79,Limpieza,Tumbes
70141387,23982715,Clair,Thompson,Taylor,1972-2-24,-12.54/-77.20,Ventas,Los Organos
79583644,70305042,Lucious,Jackson,Lee,1974-9-23,-12.39/-77.95,Ventas,Paita Terminal
63090551,26221449,Yvette,Thompson,Williams,1998-9-12,-12.39/-77.35,Ventas,Oficina Bolivar
37532687,07954692,Trinidad,Johnson,Rodriguez,1993-3-12,-12.75/-77.03,Conductores,Chiclayo
92371206,23982715,Lonny,Wilson,Miller,1988-3-3,-12.23/-77.13,Asistentes,Máncora
37494989,07954692,Marcel,Wilson,Williams,1970-7-23,-12.57/-77.09,Conductores,Terrapuerto Trujillo
01206522,70305042,Kian,Martin,Johnson,1993-2-19,-12.75/-77.37,Ventas,Lima
61108867,07954692,Maymie,Wilson,Moore,1971-8-21,-12.01/-77.62,Limpieza,Terrapuerto Trujillo
25434131,07954692,Pam,Smith,Taylor,1972-4-6,-12.13/-77.13,Limpieza,Piura Terminal
31566888,70305042,Maryam,Williams,Smith,1988-8-19,-12.44/-77.75,Limpieza,Los Organos
79602918,07954692,Marchello,Johnson,Taylor,1995-9-20,-12.02/-77.09,Ventas,Plaza Norte
30625262,26221449,Thomasina,Martin,White,1988-4-25,-12.80/-77.34,Conductores,Paita Terminal
40489880,23982715,Joyce,Davis,White,1974-12-7,-12.68/-77.77,Limpieza,Talara
17762066,26221449,Darvin,Martin,Miller,1998-7-1,-12.56/-77.72,Ventas,Chimbote
54961829,23982715,Mallie,Anderson,Davis,1970-1-21,-12.46/-77.57,Conductores,Terrapuerto Trujillo
90144716,70305042,Brennen,Miller,Wilson,1972-1-6,-12.58/-77.39,Limpieza,Máncora
64684543,23982715,Jonell,Rodriguez,White,1991-1-22,-12.27/-77.97,Asistentes,Tumbes
81722682,70305042,Ela,Garcia,Wilson,1987-6-20,-12.57/-77.14,Limpieza,Chiclayo
97986723,23982715,Merlene,Anderson,Martinez,1974-3-1,-12.77/-77.74,Limpieza,Oficina Juan Pablo
11422198,26221449,Taina,Taylor,White,1974-2-19,-12.74/-77.63,Asistentes,Paita Terminal
22560455,23982715,Fleet,Jackson,Smith,1975-9-5,-12.49/-77.18,Limpieza,Plaza Norte
39947510,26221449,Linna,Martin,Brown,1975-11-21,-12.94/-77.95,Conductores,Máncora
86623764,07954692,Summer,Moore,Lee,1995-12-23,-12.01/-77.55,Limpieza,Oficina Bolivar
96407095,07954692,Mellie,Thomas,White,1999-2-11,-12.93/-77.01,Conductores,Plaza Norte
12942177,23982715,Johnna,Smith,Thompson,1997-1-20,-12.67/-77.83,Asistentes,Paita Terminal
39693086,26221449,Robbie,Anderson,Smith,1983-10-18,-12.90/-77.73,Asistentes,Oficina Bolivar
75059012,07954692,Jayson,Taylor,Lee,1974-12-24,-12.63/-77.36,Conductores,Plaza Norte
63135340,07954692,Kaaren,Taylor,Anderson,1987-12-12,-12.83/-77.66,Conductores,Oficina Bolivar
12040518,70305042,Almedia,Martin,Rodriguez,1988-8-19,-12.73/-77.73,Conductores,Sullana
13319815,07954692,Odelia,Rodriguez,Brown,1986-10-3,-12.12/-77.31,Limpieza,Talara
98298684,23982715,Nunzio,Thompson,Smith,1995-7-17,-12.18/-77.14,Ventas,Plaza Norte
82918121,26221449,Alpheus,Martin,Thomas,1986-4-24,-12.57/-77.54,Asistentes,Máncora
31457493,26221449,Shelli,Lee,Garcia,1986-6-15,-12.17/-77.16,Limpieza,Plaza Norte
88236980,23982715,Flo,Wilson,Smith,1998-4-22,-12.05/-77.41,Conductores,Plaza Norte
49374011,23982715,Kendrick,Garcia,Rodriguez,1971-7-3,-12.34/-77.58,Asistentes,Piura Terminal
75302013,70305042,Sanaa,Martin,Smith,1973-1-14,-12.00/-77.37,Conductores,Plaza Norte
70440870,07954692,Fleming,Williams,Thomas,1972-5-1,-12.23/-77.61,Ventas,Talara
27184391,26221449,Gaston,Taylor,Brown,1996-5-0,-12.70/-77.98,Conductores,Paita
23825166,70305042,Homer,Johnson,White,1991-3-5,-12.40/-77.95,Ventas,Lima
30080378,26221449,Jakayla,Martin,Anderson,1976-12-25,-12.50/-77.64,Conductores,Plaza Norte
90511756,70305042,Bryson,Martin,Smith,1981-12-18,-12.71/-77.86,Ventas,Terrapuerto Trujillo
32724990,07954692,Celestine,Brown,Rodriguez,1977-6-0,-12.69/-77.60,Ventas,Chiclayo
15988174,23982715,Tamica,White,Thomas,1984-9-14,-12.49/-77.03,Conductores,Los Organos
33906098,07954692,Fisher,Garcia,White,1979-8-14,-12.29/-77.68,Conductores,Paita Terminal
23617773,07954692,Cordero,Garcia,Garcia,1993-10-1,-12.54/-77.55,Conductores,Oficina Bolivar
99327547,23982715,Chanda,Brown,Lee,1986-11-17,-12.69/-77.65,Asistentes,Tumbes
15901566,70305042,Edmon,Lee,Taylor,1971-12-14,-12.05/-77.03,Asistentes,Tumbes
59237394,70305042,Maybelle,Smith,Wilson,1993-9-19,-12.73/-77.16,Asistentes,Chiclayo
38968461,23982715,Brittany,Thompson,Miller,1991-5-11,-12.75/-77.65,Limpieza,Terrapuerto Trujillo
72233821,23982715,Laraine,Thompson,Lee,1992-4-24,-12.58/-77.64,Conductores,Piura Terminal
48442129,26221449,Jeffrey,Garcia,Martinez,1995-7-8,-12.30/-77.29,Conductores,Tumbes
95395469,70305042,Gordon,Thomas,Williams,1986-6-16,-12.71/-77.50,Asistentes,Oficina Juan Pablo
15599548,26221449,Morgan,Wilson,Martinez,1989-6-8,-12.08/-77.49,Conductores,Oficina Juan Pablo
16865157,07954692,Shoji,Taylor,White,1977-6-16,-12.88/-77.29,Conductores,Sullana
40995994,23982715,Justin,Williams,Rodriguez,1977-7-2,-12.36/-77.15,Asistentes,Paita Terminal
59054855,23982715,Roni,White,White,1976-6-26,-12.45/-77.65,Asistentes,Máncora
85871426,26221449,Rayan,Thomas,Martinez,1971-3-26,-12.18/-77.69,Ventas,Plaza Norte
24990645,26221449,Emery,Jones,White,1992-9-23,-12.31/-77.61,Ventas,Máncora
30201132,07954692,Omer,Johnson,Jones,1981-1-11,-12.83/-77.70,Limpieza,Oficina Bolivar
41867290,07954692,Jennings,Smith,Moore,1991-1-5,-12.33/-77.87,Conductores,Los Organos
00786068,07954692,Lovie,Johnson,Martin,1975-3-0,-12.11/-77.26,Asistentes,Sullana
25049398,07954692,Oneal,White,Martin,1994-5-0,-12.44/-77.06,Limpieza,Tumbes
38175501,23982715,Elvina,Martin,Davis,1982-5-9,-12.18/-77.83,Conductores,Chiclayo
66350717,26221449,Camilla,White,Jones,1992-9-6,-12.19/-77.05,Limpieza,Los Organos
63763508,70305042,Mariah,Williams,Jackson,1982-7-0,-12.17/-77.81,Limpieza,Talara
67335461,07954692,Harrold,Johnson,Rodriguez,1993-3-2,-12.99/-77.10,Conductores,Chiclayo
38021752,23982715,Lamar,Thomas,Brown,1974-7-26,-12.99/-77.52,Asistentes,Paita
70235356,07954692,Sheena,Miller,Martin,1990-4-11,-12.84/-77.93,Ventas,Piura Terminal
68606720,70305042,Orrin,Garcia,Moore,1992-8-26,-12.27/-77.21,Asistentes,Los Organos
96860373,26221449,Roy,Wilson,White,1991-5-11,-12.61/-77.32,Asistentes,Oficina Juan Pablo
00975616,07954692,Thora,Garcia,Garcia,1990-5-10,-12.19/-77.68,Limpieza,Paita Terminal
84389543,07954692,Chiquita,Taylor,Wilson,1980-5-8,-12.87/-77.17,Ventas,Sullana
51956084,23982715,Abram,Thomas,White,1986-2-26,-12.04/-77.05,Conductores,Oficina Bolivar
23854552,23982715,Margene,Moore,Smith,1973-9-21,-12.81/-77.91,Limpieza,Tumbes
41763388,23982715,Lewis,Garcia,Thomas,1988-10-1,-12.45/-77.01,Conductores,Piura Terminal
10562865,26221449,Elbert,Johnson,Thompson,1974-9-4,-12.72/-77.00,Ventas,Lima
64368821,26221449,Arely,Wilson,Williams,1972-9-17,-12.40/-77.67,Ventas,Los Organos
97153323,26221449,Manuelita,Lee,Martinez,1992-9-2,-12.48/-77.25,Ventas,Lima
29949918,26221449,Angelique,Moore,Jones,1977-9-15,-12.53/-77.79,Limpieza,Chimbote
92956911,70305042,Joe,Jackson,Thompson,1975-6-21,-12.09/-77.08,Asistentes,Tumbes
34551012,70305042,Hiroshi,Martin,Lee,1989-9-6,-12.46/-77.77,Asistentes,Oficina Juan Pablo
75363573,23982715,Pearly,Rodriguez,Lee,1983-3-14,-12.38/-77.19,Conductores,Piura Terminal
57816665,70305042,Loyce,Garcia,Rodriguez,1980-10-25,-12.49/-77.66,Limpieza,Chiclayo
49968728,70305042,Santino,Wilson,Thompson,1994-12-10,-12.58/-77.44,Ventas,Paita Terminal
09210177,07954692,Joelle,Miller,Thomas,1983-8-15,-12.70/-77.43,Asistentes,Terrapuerto Trujillo
45933719,23982715,Aggie,Martin,Lee,1995-10-25,-12.36/-77.53,Limpieza,Lima
37841015,07954692,Gibson,Martinez,Lee,1980-9-28,-12.16/-77.77,Conductores,Chiclayo
12766591,07954692,Randolph,Taylor,Martin,1986-6-0,-12.50/-77.35,Ventas,Los Organos
41202031,07954692,Orra,Martin,White,1980-5-21,-12.46/-77.81,Ventas,Chiclayo
02037084,26221449,Flo,Davis,White,1988-1-8,-12.60/-77.41,Asistentes,Lima
03181042,26221449,Bryson,Lee,White,1980-10-19,-12.23/-77.26,Ventas,Terrapuerto Trujillo
23966028,70305042,Adele,Wilson,Martinez,1984-6-28,-12.64/-77.84,Limpieza,Talara
76434050,23982715,Ena,Taylor,Williams,1986-1-22,-12.43/-77.53,Conductores,Tumbes
75350714,26221449,Karly,Taylor,Martinez,1975-11-4,-12.58/-77.55,Ventas,Terrapuerto Trujillo
89883348,70305042,Spurgeon,Johnson,Jackson,1978-11-5,-12.83/-77.69,Limpieza,Oficina Bolivar
04311389,70305042,Rayna,Thomas,Jackson,1999-10-11,-12.27/-77.31,Limpieza,Terrapuerto Trujillo
40232513,23982715,Leone,Rodriguez,Johnson,1974-5-4,-12.47/-77.78,Conductores,Plaza Norte
23812755,07954692,Tom,Jackson,Martinez,1977-9-7,-12.20/-77.28,Ventas,Talara
07834572,26221449,Woody,Wilson,Martin,1998-2-7,-12.70/-77.72,Conductores,Los Organos
74488706,23982715,Brittani,Rodriguez,Wilson,1991-2-4,-12.94/-77.15,Conductores,Plaza Norte
37892086,26221449,Leonard,Anderson,Anderson,1987-7-24,-12.85/-77.54,Ventas,Oficina Juan Pablo
37985593,07954692,Brain,Brown,Taylor,1982-11-24,-12.43/-77.22,Limpieza,Talara
73993679,07954692,Madalynn,Rodriguez,Thompson,1985-4-23,-12.05/-77.53,Conductores,Plaza Norte
88700075,23982715,Camisha,Miller,Martinez,1982-8-22,-12.81/-77.16,Conductores,Paita
76426020,07954692,Zeta,Davis,Martin,1995-11-24,-12.87/-77.42,Conductores,Los Organos
44894270,26221449,Lea,Rodriguez,Wilson,1992-2-4,-12.94/-77.86,Ventas,Paita Terminal
68049053,23982715,Aydan,Smith,Wilson,1980-2-20,-12.19/-77.84,Limpieza,Tumbes
56102799,26221449,Nina,Brown,Garcia,1974-4-13,-12.29/-77.49,Asistentes,Oficina Bolivar
60830755,23982715,Orion,Johnson,Martin,1973-2-17,-12.93/-77.45,Limpieza,Talara
77606755,70305042,Auguste,Anderson,Williams,1979-6-10,-12.53/-77.00,Asistentes,Paita
37105412,70305042,Mira,Martin,Martin,1990-10-17,-12.90/-77.59,Conductores,Tumbes
08539899,70305042,Maddison,Moore,Thompson,1993-7-20,-12.75/-77.76,Limpieza,Talara
16648939,26221449,Meda,Lee,Thomas,1997-2-17,-12.62/-77.11,Conductores,Paita
54774270,26221449,Norris,Thompson,Martinez,1982-6-27,-12.56/-77.14,Ventas,Oficina Juan Pablo
21003284,26221449,Berta,White,Rodriguez,1981-7-22,-12.90/-77.77,Limpieza,Oficina Juan Pablo
60316282,70305042,Ozie,Martin,Thomas,1986-12-7,-12.18/-77.68,Limpieza,Los Organos
43570588,07954692,Kaeden,Martinez,Martinez,1981-7-12,-12.85/-77.34,Limpieza,Talara
08873601,26221449,Arvel,Davis,Jones,1971-8-0,-12.40/-77.88,Conductores,Lima
73677172,70305042,Earlean,Wilson,Martin,1977-5-6,-12.16/-77.70,Limpieza,Plaza Norte
50783723,26221449,Zena,White,Davis,1993-10-8,-12.72/-77.08,Asistentes,Paita Terminal
27409011,70305042,Dominga,Rodriguez,Thompson,1994-12-25,-12.05/-77.74,Asistentes,Chiclayo
63759949,70305042,Thomas,Thompson,White,1973-11-17,-12.55/-77.73,Conductores,Paita Terminal
56923449,26221449,Khari,Martinez,Johnson,1987-11-27,-12.45/-77.10,Limpieza,Plaza Norte
90932497,07954692,Brice,Thompson,Wilson,1979-8-24,-12.83/-77.83,Conductores,Piura Terminal
79620362,70305042,Jenilee,Moore,Miller,1995-12-28,-12.69/-77.03,Asistentes,Piura Terminal
95734319,23982715,Myrna,Moore,Davis,1990-4-15,-12.34/-77.29,Ventas,Terrapuerto Trujillo
44173256,07954692,Candi,Moore,Garcia,1993-11-4,-12.38/-77.07,Limpieza,Máncora
34260711,07954692,Romaine,Jackson,Lee,1975-2-25,-12.85/-77.24,Asistentes,Oficina Juan Pablo
32108057,70305042,Siddie,Martinez,Thompson,1985-11-23,-12.62/-77.39,Conductores,Chiclayo
49819593,70305042,Devin,Thompson,Anderson,1991-2-19,-12.03/-77.06,Asistentes,Tumbes
19671042,26221449,Les,Martin,Williams,1971-8-2,-12.42/-77.37,Ventas,Tumbes
02048567,23982715,Johnathan,Jones,Thompson,1996-3-9,-12.54/-77.03,Ventas,Lima
62214574,26221449,Rosamond,Davis,Johnson,1991-7-23,-12.05/-77.18,Limpieza,Paita
65130786,23982715,Angel,Jackson,Thompson,1975-11-28,-12.68/-77.56,Limpieza,Terrapuerto Trujillo
55878586,70305042,Oneal,Thompson,Johnson,1984-11-24,-12.79/-77.84,Ventas,Piura Terminal
62183260,07954692,Moises,Martinez,Martinez,1975-3-18,-12.52/-77.24,Conductores,Chimbote
25862858,23982715,Jakayla,Jackson,Martin,1974-3-20,-12.44/-77.00,Limpieza,Paita Terminal
95464918,70305042,Dove,Garcia,Smith,1983-6-28,-12.52/-77.96,Limpieza,Tumbes
88006466,23982715,Marcel,Martin,Rodriguez,1998-10-8,-12.54/-77.71,Ventas,Talara
47056414,26221449,Selena,Thompson,Moore,1984-6-8,-12.24/-77.38,Conductores,Chiclayo
76591262,07954692,Barbie,Williams,Martinez,1973-12-6,-12.71/-77.44,Asistentes,Sullana
15468908,07954692,Citlalli,Johnson,Jones,1981-2-4,-12.00/-77.75,Limpieza,Los Organos
14004101,23982715,Flint,Martin,Johnson,1988-4-0,-12.14/-77.57,Limpieza,Terrapuerto Trujillo
87272587,70305042,Rylan,Anderson,Martin,1985-4-28,-12.67/-77.79,Asistentes,Terrapuerto Trujillo
10246865,70305042,Sada,Davis,Davis,1973-2-22,-12.03/-77.18,Asistentes,Tumbes
63771430,07954692,Esley,Wilson,Rodriguez,1977-2-0,-12.92/-77.89,Ventas,Lima
85058576,70305042,Lorine,Miller,Smith,1976-9-21,-12.43/-77.74,Asistentes,Oficina Juan Pablo
73703922,07954692,Jo,Lee,Lee,1997-9-21,-12.55/-77.46,Ventas,Paita Terminal
32061527,70305042,Madilynn,Jackson,Miller,1982-2-7,-12.72/-77.66,Ventas,Tumbes
70541299,26221449,Marsha,Williams,Jones,1990-5-21,-12.88/-77.23,Asistentes,Lima
37964432,23982715,Agustin,Thomas,Wilson,1998-4-24,-12.92/-77.12,Limpieza,Chiclayo
38205200,70305042,Vincenza,Miller,Rodriguez,1998-11-0,-12.06/-77.01,Conductores,Los Organos
77225438,26221449,Curtis,White,Martinez,1972-3-7,-12.94/-77.66,Asistentes,Los Organos
68125757,70305042,Salma,Wilson,Moore,1986-8-14,-12.51/-77.49,Asistentes,Chiclayo
26260766,26221449,Nada,Davis,Lee,1979-5-6,-12.34/-77.91,Conductores,Terrapuerto Trujillo
13988059,07954692,Hence,Wilson,Miller,1999-6-14,-12.96/-77.49,Ventas,Talara
26608039,23982715,Kip,Jackson,Williams,1970-12-16,-12.20/-77.82,Conductores,Oficina Bolivar
81173962,23982715,Werner,Brown,Rodriguez,1997-8-5,-12.97/-77.24,Conductores,Chimbote
05547882,70305042,Jacquline,Moore,Anderson,1996-3-12,-12.74/-77.27,Conductores,Oficina Juan Pablo
60794619,07954692,Uriah,Williams,Martin,1981-8-9,-12.77/-77.72,Conductores,Oficina Juan Pablo
16655252,07954692,Dirk,Jackson,Brown,1983-3-1,-12.32/-77.39,Asistentes,Sullana
78372364,70305042,Sherita,Miller,Garcia,1973-10-20,-12.01/-77.65,Asistentes,Piura Terminal
48552803,70305042,Geraldo,Garcia,Jones,1981-5-1,-12.70/-77.64,Conductores,Oficina Bolivar
58221336,70305042,Syed,Jackson,Lee,1995-7-4,-12.00/-77.04,Asistentes,Oficina Juan Pablo
61112308,26221449,Emett,Anderson,Jones,1988-10-6,-12.40/-77.52,Ventas,Piura Terminal
32036163,70305042,Velva,Williams,Johnson,1992-12-27,-12.83/-77.57,Limpieza,Paita Terminal
83822886,07954692,Eleonore,Johnson,Lee,1979-4-24,-12.25/-77.13,Asistentes,Talara
58002581,26221449,Reggie,Thompson,Moore,1991-5-7,-12.55/-77.39,Conductores,Oficina Juan Pablo
53705220,26221449,Khalil,Martinez,Jackson,1990-2-17,-12.10/-77.18,Limpieza,Máncora
87408970,23982715,Alison,Moore,Thomas,1991-9-12,-12.12/-77.68,Ventas,Paita Terminal
61534873,26221449,Kelley,Moore,White,1979-12-6,-12.71/-77.91,Limpieza,Paita
05761170,07954692,Kassidy,Davis,Jones,1975-4-5,-12.41/-77.89,Ventas,Tumbes
95907288,26221449,Henri,Miller,Thomas,1991-7-8,-12.67/-77.45,Asistentes,Oficina Juan Pablo
43244305,07954692,Roslyn,Moore,Miller,1973-9-23,-12.53/-77.31,Conductores,Oficina Bolivar
30675552,26221449,Amelia,Anderson,Martinez,1996-4-20,-12.12/-77.45,Asistentes,Máncora
56415986,07954692,Zeta,Anderson,Smith,1988-9-17,-12.95/-77.12,Ventas,Piura Terminal
43215752,70305042,Coralie,White,Brown,1977-1-14,-12.70/-77.99,Ventas,Talara
