DNI,nombre, Apellido_Materno,Apellido_Paterno,Fecha_Nac,teléfono,sexo
70006222,Adams,Jones,Brown,1974-3-18,28122268,F
70006223,Reanna,Thompson,Brown,1985-8-4,42612443,M
70006224,Lenwood,Johnson,Martinez,1997-4-16,81782695,F
70006225,Watson,Lee,Smith,1996-1-14,88829751,M
70006226,Jerrica,Johnson,Jones,1986-5-28,59527485,M
70006227,Jailene,Jackson,Johnson,1976-7-18,46997673,F
70006228,Hartley,Lee,Williams,1979-8-22,79399735,F
70006229,Glynn,Thompson,Thompson,1984-12-12,74761535,M
70006230,Darwyn,Jackson,Moore,1998-12-12,14613365,F
70006231,Pedro,Thomas,Martin,1995-10-7,37311131,M
70006232,Marquise,Martin,White,1993-5-14,34572795,M
70006233,Shianne,Rodriguez,Jones,1981-12-15,52179982,F
70006234,Makenzie,Smith,Davis,1981-9-23,73129387,M
70006235,Kenyon,White,Taylor,1980-8-17,51445331,M
70006236,Schuyler,Wilson,Garcia,1988-10-25,22923628,F
70006237,Cicely,Davis,Thompson,1977-11-25,67771971,M
70006238,Orson,Wilson,Rodriguez,1970-11-28,93883954,M
70006239,Ras,Thompson,Garcia,1979-12-11,26183157,F
70006240,Epifanio,Miller,Miller,1995-8-22,27974266,F
70006241,Verne,Taylor,Anderson,1984-2-15,34239215,F
70006242,Bonita,Smith,Wilson,1973-4-28,13298582,F
70006243,Alessandra,Smith,Anderson,1975-10-4,93313393,M
70006244,Shelby,Taylor,Martin,1985-4-22,14821448,M
70006245,Javier,White,Williams,1970-6-9,83621828,F
70006246,Parrish,Thomas,Thomas,1980-11-7,55524557,F
70006247,Nelia,Williams,Martinez,1983-12-10,82351232,M
70006248,Ressie,Williams,Miller,1977-4-17,92843268,M
70006249,Shavon,Moore,White,1992-5-3,45869659,F
70006250,Maritza,Thomas,Martinez,1983-1-14,56737922,F
70006251,Theophile,Thompson,Lee,1977-9-8,73936672,M
70006252,Albina,Smith,Johnson,1973-1-18,85235624,F
70006253,Ruben,Jackson,Miller,1983-2-4,66349874,F
70006254,Carli,Thompson,Garcia,1979-1-19,89392534,F
70006255,Anona,Brown,Thompson,1971-7-12,21624399,F
70006256,Richie,Williams,Jackson,1983-7-18,38335457,M
70006257,Dionne,Smith,Moore,1975-10-2,83424744,F
70006258,Brenda,Davis,Smith,1972-12-25,93995237,F
70006259,Jewel,Johnson,Jackson,1997-3-6,73614758,F
70006260,Abner,Miller,Brown,1972-11-22,41117397,M
70006261,Juana,Wilson,Jackson,1983-5-26,52589754,F
70006262,Vicky,Wilson,Davis,1981-7-23,82682398,F
70006263,Makayla,Jones,Brown,1987-11-28,47283136,F
70006264,Karolyn,Martin,Thomas,1984-6-14,14351559,F
70006265,Tamela,Garcia,Garcia,1983-5-21,42267561,M
70006266,Aria,Garcia,Davis,1972-11-11,14338151,M
70006267,Buelah,Thomas,Wilson,1982-11-21,26642266,M
70006268,Estefany,Martinez,Garcia,1984-2-18,48149642,M
70006269,Daryle,Garcia,Thompson,1986-12-9,32695788,M
70006270,Mathias,Jackson,Taylor,1992-9-0,37731663,F
70006271,Kenia,Anderson,White,1994-2-18,79236574,M
70006272,Delphia,Anderson,Lee,1982-12-25,19759616,M
70006273,Ayden,Davis,Johnson,1997-3-11,29239777,F
70006274,Summer,White,Smith,1975-3-5,41196154,M
70006275,Dot,Garcia,Davis,1973-2-19,67471325,F
70006276,Marleen,White,Miller,1970-4-20,98197499,M
70006277,Seaborn,White,Thompson,1979-4-20,87422222,F
70006278,Marva,Jones,Martin,1999-3-25,45422852,F
70006279,Yasmine,Martinez,Martinez,1976-8-8,24753664,F
70006280,Addison,Jackson,Martinez,1973-3-14,16647739,F
70006281,Erwin,Johnson,Anderson,1991-5-27,93945991,F
70006282,Benard,Lee,Jackson,1972-2-15,62725485,M
70006283,Suzan,White,Lee,1978-10-24,64735224,M
70006284,Aditya,Wilson,Wilson,1979-7-15,24983299,M
70006285,Halley,Davis,Rodriguez,1994-5-12,87367756,F
70006286,Nikita,Rodriguez,Garcia,1989-9-10,97984991,M
70006287,Lon,Thompson,Rodriguez,1980-2-17,79393948,M
70006288,Carolann,Smith,Brown,1993-4-15,41318415,F
70006289,Tallie,Johnson,Taylor,1970-12-23,21157422,F
70006290,Orla,Jones,Thompson,1994-1-23,34333871,F
70006291,Freda,Brown,Taylor,1971-4-23,59832363,F
70006292,Cristin,Smith,Taylor,1991-7-2,64765929,F
70006293,Granville,Garcia,Williams,1979-4-27,39712828,M
70006294,Ellen,Davis,Anderson,1998-11-24,31975466,F
70006295,Francina,Davis,Anderson,1997-11-17,24263344,F
70006296,Najee,Johnson,Davis,1971-10-4,35422636,F
70006297,Niki,Wilson,Brown,1992-4-19,18724945,F
70006298,Edmon,Williams,Williams,1998-10-10,59368431,M
70006299,Channing,Lee,Jones,1997-8-20,96765139,M
70006300,Hunter,Miller,Wilson,1974-10-5,63168818,F
70006301,Joey,Lee,Wilson,1974-12-14,99763345,F
70006302,Annice,Anderson,Smith,1974-10-26,27893451,M
70006303,Berniece,Martinez,Moore,1994-2-7,81934956,F
70006304,Haven,Lee,Garcia,1976-7-17,16265219,M
70006305,Edla,Williams,Moore,1989-1-8,92662765,M
70006306,Jennings,Johnson,Smith,1971-5-20,82996414,M
70006307,Marina,Johnson,Taylor,1994-11-27,91435471,F
70006308,Savanah,Martin,Rodriguez,1986-6-5,82371819,M
70006309,Mikeal,Garcia,Brown,1985-8-21,31351587,F
70006310,Krysten,Brown,Miller,1991-4-7,15339489,M
70006311,January,White,Davis,1996-8-26,11635673,F
70006312,Lelah,Lee,Garcia,1983-10-3,62264279,M
70006313,Alexandria,Thomas,Smith,1983-6-24,33594931,F
70006314,James,Wilson,Garcia,1993-4-10,34149237,F
70006315,Adonis,Brown,Taylor,1976-5-15,22768131,M
70006316,Fleda,Lee,Taylor,1994-5-23,61952745,M
70006317,Cleora,Moore,Anderson,1973-10-0,82357158,M
70006318,Lenora,Johnson,Lee,1976-8-5,12684657,F
70006319,Nolia,Martinez,Taylor,1970-8-18,29422896,M
70006320,Makaila,Moore,Rodriguez,1977-10-1,52887249,M
70006321,Jerrica,Anderson,Moore,1988-6-10,35944124,F
70006322,Hildred,Anderson,Anderson,1988-1-9,92988472,M
70006323,Tatianna,Thomas,Thompson,1997-8-14,62365665,F
70006324,Joana,Garcia,Wilson,1974-7-13,67565391,M
70006325,Pearle,Rodriguez,Moore,1970-6-14,57353596,M
70006326,Mauro,Thompson,Taylor,1993-6-0,66389598,M
70006327,Birtie,Johnson,Miller,1991-7-11,16212268,F
70006328,Brayden,Lee,Taylor,1977-7-6,17336283,M
70006329,Shira,Thompson,Martin,1972-11-10,82171996,M
70006330,Essex,Jones,Garcia,1974-11-18,63683971,F
70006331,Jerald,Davis,Davis,1999-9-22,15383382,F
70006332,Clarabelle,Lee,Moore,1996-12-26,89225513,F
70006333,Harrell,Davis,Moore,1983-10-27,38436442,M
70006334,Serena,Jones,Martinez,1985-6-18,75666186,M
70006335,Suzan,Jones,Rodriguez,1978-3-10,56379713,M
70006336,Graham,Moore,Moore,1985-8-4,42595912,M
70006337,Gabe,Thomas,Martin,1972-12-24,19824782,F
70006338,Fallon,Moore,Garcia,1981-10-25,14932322,M
70006339,Jaden,Thompson,Anderson,1984-2-23,44223368,M
70006340,Marlana,Martin,Thompson,1970-8-4,52933154,F
70006341,Fleta,Taylor,White,1974-11-26,71399526,M
70006342,Flint,Moore,Taylor,1989-4-4,66158351,F
70006343,Katerina,Rodriguez,Brown,1972-1-3,45964884,M
70006344,Adam,Jackson,Davis,1988-12-22,83497923,F
70006345,Lillia,Davis,Moore,1975-9-13,87671756,M
70006346,Kurtis,Anderson,Thompson,1995-11-10,19936528,F
70006347,Algernon,Smith,Thompson,1996-4-15,16941116,F
70006348,Crystal,Wilson,Moore,1991-12-22,73673123,F
70006349,Reatha,Moore,Anderson,1979-8-13,68262341,F
70006350,Horatio,Moore,Anderson,1998-1-17,24661969,M
70006351,Dangelo,Anderson,Miller,1971-10-11,43548669,M
70006352,Geoffrey,Rodriguez,Martinez,1996-9-0,62925711,F
70006353,Thomas,Rodriguez,Jackson,1984-4-26,62915548,F
70006354,Kory,Martinez,Brown,1972-4-5,23714273,M
70006355,Judge,Johnson,Wilson,1974-9-23,53941274,M
70006356,Vernice,Moore,Thomas,1986-3-27,67345639,F
70006357,Tex,Lee,Thompson,1986-4-17,35597514,M
70006358,Wilkie,Anderson,Davis,1979-2-23,14415858,M
70006359,Leanna,Miller,Johnson,1990-8-23,86913652,F
70006360,Dasia,Lee,Taylor,1992-6-12,47878233,M
70006361,Wilburn,Jackson,Thompson,1977-8-6,53344696,M
70006362,Corene,Miller,Miller,1978-6-24,73747359,F
70006363,Leonardo,Jackson,Johnson,1975-4-13,58681727,M
70006364,Romeo,Miller,Jackson,1992-10-0,89831533,F
70006365,Vera,White,Thomas,1996-10-16,89447486,M
70006366,Aylin,Davis,Miller,1975-4-12,26198121,F
70006367,Ernesto,Jones,Brown,1998-2-20,41884392,F
70006368,Hakim,Martinez,Thomas,1979-1-3,55432944,M
70006369,Geneva,Anderson,Martinez,1972-1-5,27393513,F
70006370,Jonna,Smith,Martin,1989-11-27,44856137,M
70006371,Elease,Johnson,Johnson,1973-8-28,76974994,F
70006372,Chadrick,Smith,Taylor,1993-6-0,66559132,M
70006373,Rosanna,Garcia,Jones,1994-6-1,69335624,M
70006374,Rona,Moore,Rodriguez,1989-12-15,32254836,M
70006375,Orris,Garcia,Anderson,1987-10-21,27657186,F
70006376,Mel,Johnson,Jones,1990-3-2,48243626,F
70006377,Bertram,Lee,Martin,1977-8-21,14766245,F
70006378,Tanya,Thompson,Moore,1981-8-6,36727758,M
70006379,Eunice,Jones,Williams,1998-11-1,21866571,M
70006380,Tallie,White,Martinez,1978-6-1,56797463,M
70006381,Orla,Thomas,Lee,1997-6-12,25798123,F
70006382,Loretta,Wilson,Thompson,1997-4-26,53392125,M
70006383,Nicki,Martinez,Thomas,1986-9-14,35593384,M
70006384,Stan,Johnson,Williams,1973-9-26,95633514,F
70006385,Simmie,Miller,Rodriguez,1976-4-9,72828126,M
70006386,Lindbergh,Martin,Brown,1985-6-25,29179339,F
70006387,Brittani,Rodriguez,White,1975-9-21,51542221,M
70006388,Alleen,White,Taylor,1982-3-19,61945845,M
70006389,Merl,Moore,Rodriguez,1988-2-13,27278261,F
70006390,Ewell,Wilson,Wilson,1982-12-7,98889373,M
70006391,Alfonso,Martin,Moore,1996-11-21,86111826,M
70006392,Ab,Thomas,Lee,1974-10-24,24871785,M
70006393,Mardell,Davis,Garcia,1974-7-11,53253314,F
70006394,Sylvania,Rodriguez,Rodriguez,1970-10-9,93971928,M
70006395,Jamaal,Thompson,White,1975-4-1,33247446,F
70006396,Wilkie,Thompson,Jackson,1970-6-10,86153842,F
70006397,Edythe,Rodriguez,Davis,1990-12-3,28449974,M
70006398,Reinhold,Martinez,Miller,1998-12-28,35939921,M
70006399,Mara,Lee,White,1987-2-17,77681555,M
70006400,Wallace,Thompson,Moore,1976-4-8,79963752,F
70006401,Stormy,Martinez,Thompson,1984-3-12,74231965,F
70006402,Zed,Davis,Garcia,1974-3-14,74247211,F
70006403,Afton,Thompson,Thomas,1992-3-5,39631426,M
70006404,Gale,White,Smith,1996-1-7,24838336,F
70006405,Martez,Miller,Anderson,1979-6-13,91333362,M
70006406,Francies,Miller,Brown,1975-2-3,76136858,M
70006407,Isa,Johnson,White,1995-9-1,75875811,M
70006408,Rosaline,Davis,Thomas,1992-12-15,29422774,F
70006409,Emaline,Moore,Wilson,1981-9-23,17465853,F
70006410,Jory,Anderson,Thompson,1980-3-14,61879724,F
70006411,Arely,Moore,Moore,1984-6-19,87823177,F
70006412,Ann,White,Martin,1990-1-19,21395967,F
70006413,Erika,Thomas,Johnson,1976-3-17,77836133,M
70006414,Teresa,Wilson,Smith,1972-1-16,29136621,M
70006415,Lynwood,Jones,Thomas,1985-12-16,86347829,F
70006416,Monty,Smith,Thomas,1990-7-14,38731263,F
70006417,Tiarra,Smith,Davis,1977-8-3,47871559,M
70006418,Green,Jackson,Wilson,1995-11-10,47517694,M
70006419,Gilmer,Davis,Davis,1987-8-2,89654496,M
70006420,Velia,Thompson,Jackson,1987-7-22,64623452,M
70006421,Nichole,Lee,Rodriguez,1986-3-26,73437564,F
70006422,Lenwood,Davis,Rodriguez,1973-4-12,37178383,F
70006423,Sean,Lee,Rodriguez,1988-2-14,83195521,F
70006424,Homer,Rodriguez,Lee,1971-8-24,58763381,F
70006425,Terrence,Garcia,Taylor,1987-7-10,91197539,F
70006426,Gillie,Rodriguez,White,1972-4-3,73558754,M
70006427,Serena,Thompson,Martin,1976-5-28,92772212,M
70006428,Dangelo,Johnson,Williams,1986-6-1,56998574,M
70006429,Zelia,Wilson,Johnson,1982-9-5,46584494,M
70006430,Janae,Lee,Johnson,1985-3-13,22811635,F
70006431,Kiersten,Miller,Miller,1984-2-4,15243559,F
70006432,Linnie,Davis,Anderson,1991-5-19,36615647,F
70006433,Dwan,Taylor,Taylor,1982-10-9,34955971,F
70006434,Chelsea,Davis,Davis,1980-8-8,61428653,M
70006435,Almedia,Rodriguez,Wilson,1974-9-7,67359746,F
70006436,Savon,Martin,Thompson,1996-5-2,62793648,F
70006437,Clarnce,Thompson,Thompson,1998-5-25,15511472,M
70006438,Clement,Taylor,Martin,1993-1-20,91378412,F
70006439,Sondra,Taylor,Rodriguez,1979-11-27,85725551,M
70006440,Marietta,Taylor,Brown,1972-4-1,71995735,M
70006441,Doretta,Garcia,Rodriguez,1981-8-24,24265488,M
70006442,Lucinda,Brown,Taylor,1987-10-21,41131591,F
70006443,Hillery,Taylor,Johnson,1972-8-17,34621958,M
70006444,Chaka,Johnson,Thomas,1981-5-20,66366184,F
70006445,Marylee,Davis,Thomas,1980-6-4,65914798,M
70006446,Sonya,Jones,Martinez,1985-12-5,85792197,M
70006447,Clarabelle,Smith,Jones,1989-7-22,71578847,M
70006448,Vincenzo,Lee,Jackson,1988-9-11,88835934,M
70006449,Azzie,Brown,Wilson,1981-3-11,52178639,F
70006450,Cornie,Johnson,Davis,1981-6-14,67457827,F
70006451,Yazmin,Johnson,Wilson,1975-1-19,46721383,F
70006452,Glendon,Jones,Davis,1974-9-1,14728277,M
70006453,Enrico,White,Moore,1986-10-17,45685711,F
70006454,Harrold,Taylor,Smith,1983-11-5,26977582,F
70006455,Corinna,Garcia,Anderson,1975-7-5,65723981,M
70006456,Jaycee,Jackson,Anderson,1992-8-0,78843368,M
70006457,Jeraldine,Rodriguez,Jackson,1999-6-13,83644633,M
70006458,Rickie,Martinez,Jackson,1978-10-28,53536761,F
70006459,Melodee,Jones,Johnson,1974-5-2,98552982,M
70006460,Leland,Johnson,Johnson,1983-2-10,11431876,F
70006461,Nancie,Brown,White,1999-6-20,98141938,M
70006462,Berkley,White,Lee,1988-9-26,67491457,F
70006463,Hannah,Miller,Jackson,1975-4-20,73754657,F
70006464,Tanika,Smith,Rodriguez,1986-2-23,54561586,M
70006465,Eliezer,Smith,Lee,1978-9-26,27872336,M
70006466,Pauline,Lee,Martin,1993-1-11,89246164,F
70006467,Kortney,Martin,Jones,1971-3-24,79666886,F
70006468,Azzie,Taylor,Brown,1992-11-4,46337634,F
70006469,Micah,Thomas,Moore,1970-9-2,32177633,F
70006470,Elizabet,Jones,Thompson,1992-6-1,93816566,F
70006471,Eden,Thompson,Miller,1988-8-18,84688321,F
70006472,Orma,Miller,Wilson,1976-4-23,88968324,F
70006473,Lea,Brown,Davis,1972-7-8,28955886,M
70006474,Emogene,White,Martinez,1974-5-8,59344175,F
70006475,Rebeca,Miller,Thomas,1973-1-6,83377535,F
70006476,Rella,Jones,Thompson,1980-12-11,94927394,M
70006477,Roena,Brown,Wilson,1999-5-12,13618348,F
70006478,Flor,Johnson,Garcia,1997-1-16,47937446,F
70006479,Geraldo,Thomas,Williams,1981-1-10,91859483,M
70006480,Odell,Miller,Miller,1988-3-8,47137761,F
70006481,Shyheim,Thomas,Thomas,1999-1-24,81545461,F
70006482,Campbell,Wilson,Jackson,1978-5-17,65665332,M
70006483,Octave,Garcia,Miller,1983-12-17,58491936,F
70006484,Krystina,Lee,Smith,1972-4-18,87223643,M
70006485,Cyril,Taylor,Anderson,1995-8-16,36345315,F
70006486,Eliot,Davis,Williams,1985-1-6,53644818,F
70006487,Shyla,Moore,Thomas,1995-2-8,37838159,F
70006488,Anika,Brown,Brown,1986-11-20,34968458,M
70006489,Bryan,Thomas,Thomas,1970-4-21,57639542,F
70006490,Eldridge,Williams,Taylor,1974-11-24,54151863,F
70006491,Jailyn,Martinez,Thomas,1977-2-18,47491142,M
70006492,Talan,Wilson,Taylor,1978-1-24,99112867,F
70006493,Janice,Martin,Davis,1973-12-17,74984765,F
70006494,Kirstin,Wilson,Jones,1990-9-8,93473548,M
70006495,Roman,Johnson,Garcia,1991-3-12,61338492,F
70006496,Alpha,Brown,Anderson,1977-12-18,65291234,F
70006497,Robyn,Rodriguez,Davis,1993-10-10,54856594,F
70006498,Queen,Anderson,Johnson,1974-4-27,41269979,F
70006499,Cloyd,Davis,Martinez,1999-6-11,77959378,F
70006500,Carolynn,Miller,Miller,1973-6-1,91786473,F
70006501,Carissa,Martinez,Jones,1975-11-25,29712619,F
70006502,Wayde,Martinez,Rodriguez,1994-11-7,41117424,M
70006503,Jarret,Thomas,Anderson,1985-11-4,16154392,F
70006504,Claudius,Lee,Wilson,1987-12-1,34814544,M
70006505,Octavie,Moore,Miller,1986-10-7,77271599,M
70006506,Thelma,Thomas,Rodriguez,1970-1-23,72762884,F
70006507,Stanley,Martin,Johnson,1997-7-14,81796723,M
70006508,Hill,Taylor,Johnson,1978-5-23,64237395,F
70006509,Adline,Rodriguez,Jones,1997-4-28,69526188,M
70006510,Burr,Moore,Garcia,1986-4-25,23234863,M
70006511,Kimberlie,Garcia,Smith,1972-3-7,98647356,M
70006512,Braylen,Lee,Brown,1979-8-5,87819263,F
70006513,Aleen,Jackson,Taylor,1993-11-12,44195829,F
70006514,Montserrat,Jackson,Williams,1986-12-26,42619425,F
70006515,Marlys,Johnson,Jones,1970-1-26,67265724,F
70006516,Teresa,Brown,Rodriguez,1985-6-1,52819721,M
70006517,Chloe,Anderson,Martinez,1983-8-3,11725966,M
70006518,Cris,Miller,Miller,1974-11-15,26115956,F
70006519,Tyrus,Davis,Anderson,1973-11-13,12151545,M
70006520,Vern,Rodriguez,Brown,1977-5-19,94894387,M
70006521,Tanya,Rodriguez,Martin,1977-5-20,46641562,F
70006522,Tyesha,Thompson,Martinez,1971-3-8,92758966,M
70006523,Honora,Moore,Williams,1996-1-14,22453298,M
70006524,Kaden,Miller,Williams,1997-9-5,89144839,F
70006525,Jewell,Martinez,Taylor,1981-1-6,33267485,F
70006526,Gerold,Moore,Taylor,1996-8-15,74577637,M
70006527,Chancy,Williams,Thompson,1999-5-9,87473918,F
70006528,Amberly,Wilson,Wilson,1975-3-17,27462835,F
70006529,Abril,Lee,Moore,1994-2-13,84598888,M
70006530,Leatha,Rodriguez,Williams,1976-4-16,31366536,M
70006531,Mafalda,Brown,Miller,1980-5-8,17556315,M
70006532,Russ,Davis,Martin,1985-7-12,11244666,M
70006533,Riya,Moore,Taylor,1974-11-12,39552883,F
70006534,Esmeralda,Miller,White,1978-1-16,75276619,F
70006535,Americo,Smith,Thomas,1988-1-5,97923118,M
70006536,Leeann,Martin,Anderson,1988-5-12,93419749,M
70006537,Selena,Williams,Martin,1987-5-8,38929999,M
70006538,Miles,Martinez,Wilson,1997-8-22,64573346,M
70006539,Savannah,Martin,Garcia,1971-2-12,22183773,M
70006540,Anitra,Davis,Thomas,1986-4-5,84211433,F
70006541,Jewell,Taylor,Jackson,1997-3-19,41646891,F
70006542,Jerry,Jackson,Jones,1989-7-19,75765596,M
70006543,Violetta,Moore,Miller,1999-1-0,32483952,F
70006544,Tristan,Lee,Miller,1978-3-10,38592749,M
70006545,Annette,Lee,Anderson,1992-3-13,25354326,M
70006546,Audie,Lee,Martinez,1997-2-2,67486558,M
70006547,Crista,Johnson,Anderson,1977-2-26,14118247,F
70006548,Harlie,Thompson,Rodriguez,1972-3-26,89527252,M
70006549,Waymon,Garcia,Moore,1995-1-0,65266779,F
70006550,Dalvin,White,White,1980-5-25,32651345,F
70006551,Kian,Wilson,Taylor,1981-4-24,26631975,M
70006552,Lacey,Davis,Jackson,1972-3-23,89524328,M
70006553,Zandra,Jones,Rodriguez,1995-12-18,72113819,F
70006554,Eulalia,Wilson,Martinez,1979-5-24,82613735,M
70006555,Fitzgerald,Jackson,Rodriguez,1987-2-3,78366544,F
70006556,Hildegarde,Moore,Brown,1993-11-1,91431513,F
70006557,Aliyah,Johnson,Johnson,1991-11-27,59985316,F
70006558,Wells,Davis,Smith,1973-10-1,42954992,F
70006559,Sarah,Smith,Wilson,1983-8-28,92787927,F
70006560,Jadon,Wilson,Anderson,1979-10-0,92787856,F
70006561,Vincenzo,Wilson,Thompson,1977-10-24,61216895,M
70006562,Landyn,Lee,Martin,1999-11-12,27663345,F
70006563,Fran,Jackson,Martinez,1999-2-16,78788375,F
70006564,Tennie,Taylor,Taylor,1987-12-18,98954176,M
70006565,Hasan,Smith,Smith,1995-5-28,16974588,M
70006566,Krystal,Jackson,Martinez,1986-4-10,72256532,M
70006567,Asberry,Anderson,Johnson,1988-3-8,87862217,F
70006568,Kacey,Smith,Moore,1997-2-22,88991533,M
70006569,Delle,Thomas,Martinez,1977-6-15,48224123,F
70006570,Uriel,Williams,Anderson,1975-4-18,19979939,F
70006571,Kael,Taylor,Jackson,1977-1-22,98688867,M
70006572,Jakobe,Anderson,Jackson,1973-1-18,63159739,F
70006573,Bartholomew,Brown,Garcia,1999-11-16,45971736,F
70006574,Myrta,Anderson,White,1995-3-23,93786658,M
70006575,Geraldo,Lee,Johnson,1975-5-3,93989743,M
70006576,Ernest,Williams,Johnson,1996-3-26,16674239,F
70006577,Fritz,Thomas,White,1996-11-16,78646317,M
70006578,Don,Garcia,Thomas,1976-3-15,14861371,M
70006579,Emaline,Thompson,Lee,1979-12-11,75216737,F
70006580,Vicie,Taylor,Johnson,1972-3-12,23998723,F
70006581,Tilda,Davis,Taylor,1993-2-20,69279731,M
70006582,Alessandra,Jones,Rodriguez,1971-6-6,14371243,M
70006583,Velia,Moore,Johnson,1994-4-9,77685557,M
70006584,Risa,Johnson,Thompson,1997-1-2,42978169,M
70006585,Willie,Brown,Johnson,1980-2-11,52917233,F
70006586,Tyreke,Wilson,Rodriguez,1986-10-27,85772557,M
70006587,Gerold,Williams,Martinez,1982-8-1,33123815,M
70006588,Maryellen,Miller,Taylor,1989-11-19,46711636,M
70006589,Janel,Thomas,Johnson,1987-8-11,25124395,M
70006590,Kahlil,Williams,Williams,1993-1-19,11572342,M
70006591,Keli,Taylor,Smith,1997-12-17,27628126,F
70006592,Jereme,Jackson,Anderson,1998-11-12,78895726,M
70006593,Benard,Rodriguez,Williams,1973-2-3,44483185,F
70006594,Velvet,Taylor,Martinez,1978-3-1,49296545,F
70006595,Eithel,Wilson,Lee,1998-4-18,65213218,M
70006596,Daisha,Brown,Taylor,1984-12-28,23919553,F
70006597,Judson,Martinez,Lee,1981-2-11,77465683,F
70006598,Gearldine,Johnson,Williams,1988-7-7,35513256,F
70006599,Jaycie,Thomas,Davis,1997-9-12,32167693,M
70006600,Dee,Wilson,Martin,1993-1-20,41861184,F
70006601,Mariyah,Johnson,Wilson,1996-1-27,47843372,M
70006602,Ona,Rodriguez,Garcia,1981-12-17,92255331,M
70006603,Aleck,Garcia,Lee,1975-5-21,42926351,F
70006604,Renae,Moore,Smith,1978-1-11,14528122,F
70006605,Gaines,Thomas,Jackson,1988-11-9,39798191,M
70006606,Tony,Thomas,Jackson,1980-8-15,25275776,M
70006607,Deandre,Thomas,Jones,1981-6-11,59698496,M
70006608,Billye,Martin,Johnson,1978-3-5,52648113,F
70006609,Chloie,Davis,Taylor,1981-2-11,37766585,F
70006610,Ama,Taylor,Lee,1986-3-7,22765344,M
70006611,Lucas,Wilson,Rodriguez,1995-4-8,95261798,M
70006612,Alex,Brown,Martin,1985-1-17,36979414,M
70006613,Gilmer,Johnson,Davis,1993-2-23,61755714,F
70006614,Isiah,Lee,Garcia,1982-5-2,72868788,F
70006615,Wylie,Smith,Jones,1970-8-7,66731278,F
70006616,Kathaleen,Thomas,Moore,1989-6-28,22195951,M
70006617,Julissa,Brown,Miller,1981-2-4,21291187,F
70006618,Fannye,Williams,Martinez,1989-4-17,43951345,M
70006619,Reagan,Thompson,Martinez,1981-4-12,99816815,F
70006620,Dessie,Martin,Lee,1989-2-16,92176197,F
70006621,Ann,Lee,Johnson,1985-9-21,25784242,M
70006622,Jeanna,Brown,Garcia,1982-9-15,27834311,F
70006623,Mona,Rodriguez,Davis,1976-6-28,23281594,M
70006624,Imo,White,Martinez,1974-3-28,63755175,F
70006625,Shelbie,Taylor,Brown,1973-11-8,63379116,M
70006626,Chelsi,Taylor,Wilson,1997-3-0,73445629,F
70006627,Clytie,Martinez,Jackson,1978-9-20,73791471,F
70006628,Evelyn,Taylor,Miller,1976-4-10,65596938,F
70006629,Chaim,Taylor,Williams,1980-1-28,91867894,F
70006630,Howard,Brown,Thomas,1999-4-4,33859249,M
70006631,Breana,White,Martinez,1980-12-14,19573952,F
70006632,Jackson,Thompson,Rodriguez,1983-7-20,87642343,M
70006633,Wilber,Miller,Rodriguez,1972-9-28,73727781,F
70006634,Rianna,Moore,Moore,1973-11-20,68499523,F
70006635,Kory,Jackson,Davis,1984-11-3,58817576,F
70006636,Merlene,Johnson,Smith,1971-10-22,17927656,M
70006637,Maverick,Taylor,White,1998-9-0,31681338,M
70006638,Lucian,Thompson,Jackson,1983-1-5,62754228,M
70006639,Roy,Miller,Jackson,1978-4-28,31888999,F
70006640,Lum,Wilson,Smith,1970-4-9,44698717,F
70006641,Collins,Rodriguez,Rodriguez,1975-9-0,19295884,F
70006642,Davante,Thompson,Brown,1974-8-26,63929679,F
70006643,Jaleel,Davis,Martin,1973-2-26,97486962,M
70006644,Chantal,Johnson,Anderson,1975-10-6,46615562,F
70006645,Noel,Moore,Jones,1981-3-25,36154428,F
70006646,Simmie,Wilson,Martin,1997-11-7,39969284,M
70006647,Tayler,Lee,Lee,1998-1-24,64568679,M
70006648,Kane,Johnson,Brown,1980-11-3,68732449,F
70006649,Abraham,Lee,White,1977-4-6,46369836,M
70006650,Pearly,Garcia,Martinez,1972-3-19,23865917,M
70006651,Andria,Jones,Miller,1982-4-22,68865855,F
70006652,Perley,Rodriguez,Davis,1976-8-23,74951241,F
70006653,Albertina,Davis,Brown,1990-11-12,52147392,M
70006654,Cato,Johnson,Miller,1975-12-27,43915928,M
70006655,Lissette,Williams,Jones,1995-2-10,33614443,M
70006656,Brittnee,Martinez,Jackson,1975-11-1,52752224,M
70006657,Glen,Miller,Garcia,1983-9-11,69239341,F
70006658,Yosef,Wilson,Martin,1991-12-2,12374465,M
70006659,Geo,Davis,Thomas,1980-2-12,32422235,F
70006660,Dedrick,Thompson,Jones,1986-6-6,81415731,F
70006661,Earnest,Martin,Williams,1973-11-13,67787899,M
70006662,Khalid,Garcia,Rodriguez,1982-7-12,98939472,M
70006663,Gerald,Taylor,Rodriguez,1975-10-18,64412191,F
70006664,Lucie,Williams,Johnson,1987-11-9,54944671,M
70006665,Vance,Williams,Jones,1972-4-15,99231137,F
70006666,Ozell,Jones,Garcia,1988-4-19,25489554,F
70006667,Ward,Smith,Brown,1991-12-7,95285977,M
70006668,Walt,Jackson,Martinez,1971-1-26,25353995,F
70006669,Amma,Jackson,Rodriguez,1988-6-10,39228615,F
70006670,Serina,Moore,Miller,1991-6-12,81983959,F
